Key,Group Name,M,β,γ,α,μ
Paraíba do Sul,Group 1,44728.0,0.1392,0.2605,0.05542,
Paraíso do Tocantins,Group 1,51765.0,0.3321,0.2416,0.2444,
Parintins,Group 1,115416.0,0.1275,0.1981,0.104,
Pariquera-Açu,Group 1,19844.0,0.09443,0.2465,0.02722,
Parnamirim,Group 1,264084.0,0.08219,0.3601,0.02161,
Parnaíba,Group 1,154609.0,0.1638,0.1419,0.08323,
Passo Fundo,Group 1,205308.0,0.08504,0.2674,0.04816,
Pato Branco,Group 1,83710.0,,0.3565,0.0,
Patos,Group 1,108681.0,0.2657,0.2595,0.1744,
Paty do Alferes,Group 1,28047.0,,,,
Pau dos Ferros,Group 1,30698.0,,,,
Paudalho,Group 1,57071.0,0.0727,0.2551,0.05177,
Paulista,Group 1,335092.0,0.07852,0.169,0.05013,
Paulínia,Group 1,110518.0,0.1263,1.0,0.03437,
Paço do Lumiar,Group 1,123419.0,0.1146,0.3662,0.05187,
Pedra,Group 1,22843.0,,,,
Pedra Branca,Group 1,43691.0,0.1105,0.2583,0.3333,
Pedra Branca do Amapari,Group 1,16667.0,,,,
Pedras de Fogo,Group 1,28743.0,0.2041,0.3153,0.1061,
Pedreiras,Group 1,39621.0,,,,
Pedro II,Group 1,39129.0,0.2388,0.2581,0.1566,
Peritiba,Group 1,2815.0,,,,
Peruíbe,Group 1,68967.0,0.07006,0.3722,0.03989,
Pesqueira,Group 1,68069.0,,,,
Petrolina,Group 1,352636.0,,,,
Petrópolis,Group 1,309253.0,0.1167,0.1476,0.03508,
Piedade,Group 1,55901.0,,,,
Pilar,Group 1,35462.0,,,,
Pilar do Sul,Group 1,29477.0,,,,
Pindamonhangaba,Group 1,170011.0,0.09936,0.05858,0.04244,
Pinhais,Group 1,133479.0,0.03707,1.0,0.02552,
Pinheiral,Group 1,25408.0,,,,
Piracaia,Group 1,27576.0,0.107,0.132,0.06566,
Piracicaba,Group 1,408183.0,0.1062,0.31,0.06616,
Piracuruca,Group 1,29079.0,0.01,0.2302,0.0,
Piraju,Group 1,30104.0,0.1317,0.09255,0.07576,
Piraquara,Group 1,114166.0,,,,
Pirassununga,Group 1,77173.0,,,,
Piripiri,Group 1,64379.0,,,,
Piúma,Group 1,21928.0,0.1053,0.1983,0.06602,
Plácido de Castro,Group 1,19959.0,0.1082,0.04344,0.07752,
Pombos,Group 1,27362.0,0.08395,0.135,0.04958,
Pomerode,Group 1,33781.0,,,,
Ponta Grossa,Group 1,355253.0,,,,
Ponta de Pedras,Group 1,31393.0,0.3142,0.7765,0.2794,
Porto Alegre,Group 1,1.498609e6,0.0214,0.5954,0.00098,
Porto Feliz,Group 1,53629.0,,,,
Porto Grande,Group 1,22191.0,,,,
Porto Seguro,Group 1,150173.0,,,,
Porto Velho,Group 1,534839.0,0.1492,0.1692,0.07946,
Porto de Moz,Group 1,41546.0,,,,
Pouso Alegre,Group 1,152244.0,0.1407,0.6786,0.04557,
Poá,Group 1,118627.0,0.07328,0.181,0.0794,
Praia Grande,Group 1,7392.0,0.1424,1.0,0.08663,
Presidente Dutra,Group 1,15293.0,,,,
Presidente Figueiredo,Group 1,36642.0,0.1605,0.2331,0.09555,
Presidente Juscelino,Group 1,12861.0,,,,
Presidente Prudente,Group 1,231030.0,0.1285,0.05129,0.08529,
Presidente Venceslau,Group 1,39911.0,,0.1667,0.08333,
Primavera do Leste,Group 1,62639.0,,,,
Quaraí,Group 1,22914.0,0.2413,0.2857,0.4,
Quatipuru,Group 1,13744.0,,,,
Queimados,Group 1,151822.0,0.1136,0.119,0.05241,
Querência,Group 1,17654.0,,,,
Quixadá,Group 1,88605.0,0.2133,0.3526,0.1152,
Quixeramobim,Group 1,81893.0,0.01,0.01,0.08937,
Raposa,Group 1,31069.0,0.1499,0.4214,0.0529,
Recife,Group 1,1.662184e6,0.08111,0.2028,0.04976,
Redenção,Group 1,29344.0,,,,
Registro,Group 1,56885.0,0.2262,0.1168,0.1426,
Reriutaba,Group 1,18676.0,,,,
Resende,Group 1,132654.0,0.182,0.2471,0.1191,
Ribeira do Pombal,Group 1,54345.0,0.1657,0.3333,0.0,
Ribeirão,Group 1,47889.0,0.1714,0.03543,0.1639,
Ribeirão Pires,Group 1,124627.0,0.05482,0.3051,0.03816,
Ribeirão Preto,Group 1,710326.0,0.1777,0.6434,0.06829,
Ribeirão das Neves,Group 1,338207.0,,,,
Rio Bonito,Group 1,60803.0,0.04487,0.148,0.04293,
Rio Branco,Group 1,411392.0,0.1493,0.1521,0.07658,
Rio Claro,Group 1,208488.0,0.1108,0.09907,0.08889,
Rio Grande,Group 1,213115.0,0.1151,0.4533,0.05556,
Rio Grande da Serra,Group 1,51354.0,,,,
Rio Largo,Group 1,75871.0,,,,
Rio Preto da Eva,Group 1,33680.0,0.1716,0.3305,0.1156,
Rio Verde,Group 1,238003.0,0.0129,0.7189,0.0,
Rio das Ostras,Group 1,152181.0,0.07837,0.1555,0.04861,
Rio de Janeiro,Group 1,6.786092e6,0.1135,0.9368,0.0568,
Rio do Sul,Group 1,71772.0,,,,
Rondonópolis,Group 1,234816.0,0.04242,0.6458,0.01165,
Rosário,Group 1,43167.0,0.1378,0.528,0.05662,
Russas,Group 1,78976.0,0.1581,0.1543,0.0732,
Sabará,Group 1,137707.0,,,,
Salesópolis,Group 1,17310.0,0.1387,0.06935,0.125,
Salete,Group 1,7718.0,,,,
Salinópolis,Group 1,41082.0,,,,
Salto,Group 1,119850.0,,,,
Salvador,Group 1,2.90107e6,0.1042,0.1881,0.05003,
Salvaterra,Group 1,23990.0,0.1312,0.2738,0.02857,
Sant'Ana do Livramento,Group 1,77797.0,,,,
Santa Cruz,Group 1,15552.0,,,,
Santa Cruz Cabrália,Group 1,28056.0,,,,
Santa Cruz de Monte Castelo,Group 1,7878.0,,,,
Santa Cruz do Arari,Group 1,10229.0,0.1718,0.5598,0.08413,
Santa Cruz do Rio Pardo,Group 1,48150.0,,,,
Santa Inês,Group 1,89934.0,,,,
Santa Izabel do Pará,Group 1,71509.0,0.09658,0.3565,0.04054,
Santa Leopoldina,Group 1,12346.0,,,,
Santa Luzia,Group 1,12723.0,,,,
Santa Maria,Group 1,5607.0,,,,
Santa Maria de Jetibá,Group 1,40835.0,0.211,0.2938,0.1296,
Santa Maria do Pará,Group 1,25110.0,,,,
Santa Quitéria,Group 1,44140.0,0.08161,0.1376,0.04172,
Santa Rita,Group 1,38234.0,0.2115,1.0,0.1006,
Santa Rosa,Group 1,73987.0,,,,
Santa Teresa,Group 1,23826.0,,,,
Santana,Group 1,122578.0,0.1721,0.1988,0.05741,
Santana de Parnaíba,Group 1,140841.0,0.01,0.01,0.04382,
Santarém,Group 1,307635.0,0.1073,0.2032,0.07905,
Santo André,Group 1,725961.0,0.08015,0.1298,0.0479,
Santo Antônio,Group 1,24377.0,,,,
Santo Antônio de Pádua,Group 1,42904.0,0.1396,0.1111,0.1667,
Santo Antônio do Aracanguá,Group 1,8504.0,,,,
Santo Antônio do Caiuá,Group 1,2667.0,0.08204,0.228,0.09524,
Santo Antônio do Tauá,Group 1,31797.0,0.1359,0.2421,0.08343,
Santos,Group 1,437644.0,0.09209,0.2026,0.04986,
Sapiranga,Group 1,82551.0,,,,
Sapucaia,Group 1,5989.0,0.06868,0.3437,0.02881,
Sapucaia do Sul,Group 1,142486.0,,,,
Sapé,Group 1,53151.0,0.1361,0.259,0.08014,
Saquarema,Group 1,90062.0,0.017,0.07812,0.03796,
Satuba,Group 1,13966.0,,,,
Seara,Group 1,17716.0,,,,
Senador Amaral,Group 1,5410.0,,,,
Senador Guiomard,Group 1,23254.0,,,,
Senador Pompeu,Group 1,25751.0,,,,
Seropédica,Group 1,83135.0,,,,
Serra,Group 1,522685.0,0.06553,0.169,0.04246,
Serra do Navio,Group 1,5451.0,,,,
Sertãozinho,Group 1,5074.0,,,,
Sete Lagoas,Group 1,242035.0,,,,
Siderópolis,Group 1,14147.0,0.09002,0.2976,0.0,
Silva Jardim,Group 1,21992.0,0.2113,0.5932,0.2278,
Silves,Group 1,9263.0,0.2943,0.06935,0.114,
Sinop,Group 1,144426.0,0.02244,0.4406,0.0,
Sirinhaém,Group 1,46324.0,0.1709,0.4192,0.1389,
Sobral,Group 1,211024.0,0.1278,0.1721,0.06055,
Soledade,Group 1,15139.0,,,,
Sombrio,Group 1,30678.0,0.0715,0.1929,0.05469,
Sooretama,Group 1,30371.0,,,,
Sorocaba,Group 1,686172.0,0.1005,0.08776,0.07823,
Sousa,Group 1,70138.0,,,,
Sumaré,Group 1,285265.0,0.07423,0.02549,0.04477,
Suzano,Group 1,300613.0,0.08441,0.2928,0.05016,
São Benedito do Rio Preto,Group 1,18850.0,0.1503,0.2563,0.0873,
São Bento,Group 1,45663.0,,,,
São Bento do Sul,Group 1,85352.0,,,,
São Bento do Una,Group 1,60099.0,,,,
São Bernardo do Campo,Group 1,847325.0,0.08525,0.2732,0.04588,
São Caetano de Odivelas,Group 1,18230.0,0.4903,1.0,0.252,
São Caetano do Sul,Group 1,162738.0,0.01,0.07525,0.00763,
São Caitano,Group 1,37617.0,,,,
São Carlos,Group 1,11394.0,0.1393,0.4049,0.06111,
São Francisco,Group 1,56886.0,0.1475,0.09071,0.1182,
São Francisco do Conde,Group 1,40200.0,0.09393,0.2435,0.0,
São Francisco do Sul,Group 1,53248.0,0.05616,0.2721,0.05556,
São Gabriel da Cachoeira,Group 1,46020.0,0.4081,0.2779,0.2648,
São Gonçalo,Group 1,1.095687e6,0.1071,0.3284,0.05922,
São Gonçalo do Amarante,Group 1,48906.0,0.06808,0.1082,0.01542,
São José de Ribamar,Group 1,179464.0,0.09762,0.1828,0.04537,
São José do Rio Pardo,Group 1,55495.0,,,,
São José do Rio Preto,Group 1,465278.0,0.1678,0.5931,0.06692,
São José dos Campos,Group 1,729163.0,0.09016,0.1782,0.03536,
São João Batista,Group 1,20872.0,,,,
São João da Boa Vista,Group 1,92123.0,0.05143,0.1869,0.01667,
São João de Meriti,Group 1,477130.0,0.1328,0.9993,0.06759,
São João de Pirabas,Group 1,23275.0,,,,
São João del Rei,Group 1,90983.0,,,,
São João do Caiuá,Group 1,5914.0,0.04709,0.1782,0.0719,
São João do Rio do Peixe,Group 1,18214.0,,,,
São Leopoldo,Group 1,239203.0,0.1045,0.6073,0.04286,
São Lourenço,Group 1,46310.0,,,,
São Lourenço da Mata,Group 1,114362.0,0.07858,0.2872,0.04106,
São Lourenço da Serra,Group 1,15983.0,0.1214,0.3481,0.07222,
São Ludgero,Group 1,13544.0,0.04589,0.4427,0.03419,
São Luís,Group 1,1.112903e6,0.09129,0.2591,0.04933,
São Manuel,Group 1,41364.0,0.09931,0.3279,0.03267,
São Miguel,Group 1,23754.0,,,,
São Miguel do Guamá,Group 1,59576.0,0.2043,0.3786,0.06301,
São Paulo,Group 1,1.2374543e7,0.07711,0.3445,0.03819,
São Paulo de Olivença,Group 1,39692.0,0.1938,0.2636,0.09829,
São Pedro,Group 1,6031.0,,,,
São Pedro da Aldeia,Group 1,105521.0,0.08982,0.03069,0.04812,
São Rafael,Group 1,8284.0,0.2092,0.4021,0.04259,
São Roque,Group 1,91926.0,0.01,0.1267,0.00855,
São Sebastião,Group 1,34494.0,0.1901,0.7163,0.09411,
São Sebastião do Caí,Group 1,25942.0,,,,
São Sebastião do Paraíso,Group 1,71666.0,0.1473,0.1822,0.08333,
São Sebastião do Uatumã,Group 1,14160.0,,,,
São Vicente,Group 1,6488.0,0.07943,0.2812,0.04376,
Tabatinga,Group 1,66502.0,0.0771,0.2821,0.05665,
Tabira,Group 1,28819.0,,,,
Taboão da Serra,Group 1,292561.0,0.06474,0.3182,0.02905,
Tabuleiro do Norte,Group 1,31004.0,0.06834,0.8644,0.1111,
Tailândia,Group 1,107402.0,,,,
Tamboara,Group 1,5171.0,0.169,0.357,0.1111,
Tangará da Serra,Group 1,104788.0,,,,
Tanguá,Group 1,34652.0,0.1513,0.2385,0.08175,
Tapauá,Group 1,17328.0,0.2043,0.7346,0.1258,
Tapejara,Group 1,24352.0,,,,
Taperoá,Group 1,21285.0,0.3944,0.06343,0.07937,
Taquari,Group 1,27131.0,,,,
Tatuí,Group 1,122984.0,0.01,0.01,0.05099,
Taubaté,Group 1,318073.0,0.02356,0.2892,0.01754,
Tauá,Group 1,59448.0,0.2027,0.5672,0.06207,
Tefé,Group 1,60447.0,0.01,0.01,0.1921,
Telêmaco Borba,Group 1,79764.0,,,,
Teresina,Group 1,873493.0,0.1317,0.3556,0.06083,
Teresópolis,Group 1,184420.0,0.1026,0.2382,0.06572,
Terra Alta,Group 1,11837.0,0.1585,0.3977,0.1036,
Terra Rica,Group 1,16957.0,,,,
Teutônia,Group 1,33564.0,,,,
Tijucas,Group 1,38791.0,,,,
Timbaúba,Group 1,53552.0,0.1171,0.2004,0.1323,
Timon,Group 1,170798.0,,,,
Timóteo,Group 1,90740.0,,,,
Tomé-Açu,Group 1,64081.0,0.1997,0.3563,0.1333,
Tonantins,Group 1,18943.0,0.01,0.01,0.08596,
Torres,Group 1,39119.0,,,,
Tracuateua,Group 1,31269.0,,,,
Trairi,Group 1,56477.0,0.2818,0.3023,0.2205,
Trindade,Group 1,128875.0,0.2082,0.4797,0.1905,
Trizidela do Vale,Group 1,22218.0,0.1322,0.1654,0.04676,
Três Lagoas,Group 1,122602.0,0.01,0.05948,0.0149,
Três Rios,Group 1,82622.0,,,,
Tucumã,Group 1,39998.0,,,,
Tucuruí,Group 1,114796.0,0.08064,0.04193,0.2254,
Ubatuba,Group 1,91707.0,,,,
Ubatã,Group 1,27305.0,,,,
Uberaba,Group 1,337121.0,0.01514,0.2572,0.01646,
Uberlândia,Group 1,698218.0,0.01,0.01,0.05377,
Ubá,Group 1,116708.0,,,,
Umirim,Group 1,20023.0,0.01,0.01,0.3611,
União,Group 1,44930.0,,,,
União da Vitória,Group 1,58092.0,,,,
União dos Palmares,Group 1,66267.0,0.1783,0.2856,0.07055,
Urucará,Group 1,16419.0,0.2726,0.5303,0.2143,
Urucurituba,Group 1,23296.0,,,,
Urupá,Group 1,11582.0,,,,
Urussanga,Group 1,21481.0,0.07874,0.2374,0.08214,
Uruçuca,Group 1,20724.0,0.1041,0.1199,0.04586,
Vacaria,Group 1,66880.0,0.03361,0.1667,0.0,
Valença,Group 1,97528.0,0.1767,0.1285,0.1111,
Valinhos,Group 1,130485.0,0.1012,0.2186,0.04014,
Vargem Bonita,Group 1,4537.0,,,,
Vargem Grande,Group 1,57075.0,,,,
Venda Nova do Imigrante,Group 1,25530.0,,,,
Venâncio Aires,Group 1,72270.0,0.1131,0.0883,0.09841,
Vera Cruz,Group 1,43655.0,,,,
Viamão,Group 1,257776.0,,,,
Vigia,Group 1,54223.0,0.1214,0.3309,0.04889,
Vila Valério,Group 1,14221.0,,,,
Vila Velha,Group 1,498776.0,0.05535,0.1869,0.0379,
Vinhedo,Group 1,79515.0,0.01,0.1126,0.02723,
Vitória,Group 1,365718.0,0.05042,0.107,0.03572,
Vitória da Conquista,Group 1,341865.0,0.07126,0.2665,0.03963,
Vitória de Santo Antão,Group 1,140145.0,0.09372,0.2033,0.088,
Vitória do Jari,Group 1,16090.0,,,,
Vitória do Mearim,Group 1,33092.0,,,,
Volta Redonda,Group 1,275742.0,0.07315,0.1533,0.0436,
Votorantim,Group 1,123705.0,0.171,0.2743,0.06905,
Votuporanga,Group 1,95492.0,,,,
Várzea Grande,Group 1,287821.0,,,,
Várzea Paulista,Group 1,123056.0,0.145,0.2271,0.0839,
Xinguara,Group 1,45199.0,0.2046,0.5136,0.07143,
Zé Doca,Group 1,52231.0,0.01,0.01,0.1508,
Água Branca,Group 1,17585.0,,,,
Água Preta,Group 1,37139.0,0.3018,0.1838,0.6667,
Águas Lindas de Goiás,Group 1,214564.0,0.1201,0.4,0.0455,
Águas de Lindóia,Group 1,18892.0,0.01,0.2039,0.02778,
