Income Group,Date,Estimated Population,Total Tests,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
High income,2020-05-04,1112137511,16912495,2587540,1835679,211786,2587540,2047465,540075,44010.0,44010.0,46526.43,3625.71,50152.14,-6142.1429,-501.3143,-518.0857,-89.9429,-608.0286,106.71,26.53,-17.2034,5.36,0.103,2326.64,190.43,1650.59,1841.02,485.62,6.54,15207.2
High income,2020-05-05,1112137511,18192191,2628753,1880579,215983,2628753,2096562,532191,43044.71,43044.71,45967.14,3625.86,49593.0,-6548.2857,-551.2286,-515.2,-83.1714,-598.3714,47.14,-3.1429,-13.8994,0.64,0.103,2363.69,194.21,1690.96,1885.16,478.53,6.92,16357.86
High income,2020-05-06,1112137511,19178592,2674061,1924050,220896,2674061,2144946,529115,42249.0,42249.0,45541.0,3456.57,48997.57,-6748.5714,-578.7143,-503.6571,-90.3714,-594.0286,15.31,-8.32,3.9,4.61,0.103,2404.43,198.62,1730.05,1928.67,475.76,7.17,17244.8
High income,2020-05-07,1112137511,21452977,2720341,1968469,224576,2720341,2193045,527296,41541.0,41541.0,44996.29,3388.43,48384.71,-6843.7143,-547.4571,-502.4286,-90.0571,-592.4857,45.03,13.98,2.62,7.26,0.102,2446.05,201.93,1769.99,1971.92,474.13,7.89,19289.86
High income,2020-05-08,1112137511,20492126,2766132,2012704,228274,2766132,2240978,525154,41456.43,41456.43,44469.0,3293.71,47762.71,-6306.2857,-577.1143,-452.0286,-136.2571,-588.2857,11.17,32.3,7.28,4.52,0.102,2487.22,205.26,1809.76,2015.02,472.2,7.41,18425.89
High income,2020-05-09,1112137511,21483564,2806716,2057801,230918,2806716,2288719,517997,41272.71,41272.71,44014.29,3175.43,47189.71,-5917.0,-431.4,-475.5429,-111.6571,-587.2,155.8,39.61,19.1,1.88,0.101,2523.71,207.63,1850.31,2057.95,465.77,7.65,19317.36
High income,2020-05-10,1112137511,25506200,2841726,2103098,232712,2841726,2335810,505916,40159.14,40159.14,43707.0,2944.57,46651.57,-6492.4286,-389.7429,-453.1143,-120.0,-573.1143,183.37,33.28,8.7,1.24,0.0996,2555.19,209.25,1891.04,2100.29,454.9,8.98,22934.39
High income,2020-05-11,1112137511,22387643,2877735,2146962,234842,2877735,2381804,495931,40092.0,40092.0,43163.29,2898.29,46061.57,-5969.5714,-380.6571,-444.5143,-111.9143,-556.4286,175.77,87.19,13.28,1.22,0.0986,2587.57,211.16,1930.48,2141.65,445.93,7.78,20130.28
High income,2020-05-12,1112137511,23024204,2917662,2188679,238211,2917662,2426890,490772,39592.29,39592.29,42730.71,2788.43,45519.14,-5926.8571,-381.0571,-454.4286,-86.1143,-540.5429,159.49,57.49,8.82,-5.8983,0.0982,2623.47,214.19,1967.99,2182.19,441.29,7.89,20702.66
High income,2020-05-13,1112137511,23938569,2955175,2229999,241508,2955175,2471507,483668,39553.14,39553.14,42246.43,2734.14,44980.57,-5427.4286,-141.1429,-469.1714,-56.8857,-526.0571,384.91,98.72,13.39,-1.9925,0.0977,2657.2,217.16,2005.15,2222.3,434.9,8.1,21524.83
High income,2020-05-14,1112137511,26662346,3000985,2270612,244864,3000985,2515476,485509,39367.43,39367.43,41742.14,2744.86,44487.0,-5119.5714,-143.9429,-416.7143,-74.3714,-491.0857,347.14,83.7,-10.3886,-8.3173,0.0973,2698.39,220.17,2041.66,2261.84,436.55,8.88,23973.97
High income,2020-05-15,1112137511,25516117,3043278,2311819,247793,3043278,2559612,483666,39453.43,39453.43,41361.14,2660.14,44021.29,-4567.8571,103.86,-389.8,-69.8571,-459.6571,563.51,100.25,-1.2606,-6.9243,0.0968,2736.42,222.81,2078.72,2301.52,434.9,8.38,22943.31
High income,2020-05-16,1112137511,26644594,3083588,2353526,250057,3083588,2603583,480005,39372.29,39372.29,41079.71,2526.43,43606.14,-4233.8571,37.83,-315.4857,-92.9714,-408.4571,446.29,35.25,-28.3017,-11.4969,0.096,2772.67,224.84,2116.22,2341.06,431.61,8.64,23958.0
High income,2020-05-17,1112137511,31077493,3117298,2395293,251926,3117298,2647219,470079,40111.57,40111.57,40781.71,2439.14,43220.86,-3109.2857,120.2,-268.4571,-99.3714,-367.8286,488.03,51.19,-25.8046,-2.7353,0.0952,2802.98,226.52,2153.77,2380.3,422.68,9.97,27943.93
High income,2020-05-18,1112137511,26745025,3153909,2436490,253463,3153909,2689953,463956,39742.29,39742.29,40669.0,2269.29,42938.29,-3196.0,35.11,-231.2286,-92.2857,-323.5143,358.63,-42.7886,-44.0903,-6.8626,0.0942,2835.9,227.91,2190.82,2418.72,417.18,8.48,24048.31
High income,2020-05-19,1112137511,27548348,3193268,2476237,255896,3193268,2732133,461135,39968.43,39968.43,40399.86,2248.0,42647.86,-2679.4286,112.0,-212.2857,-78.5714,-290.8571,402.86,-45.3257,-24.0651,5.63,0.0937,2871.29,230.09,2226.56,2456.65,414.64,8.63,24770.63
High income,2020-05-20,1112137511,28358647,3235956,2515471,258582,3235956,2774053,461903,39629.0,39629.0,40205.0,2198.71,42403.71,-2774.7143,-110.0857,-124.4571,-129.6857,-254.1429,144.06,-120.2,-35.5737,6.95,0.0932,2909.67,232.51,2261.83,2494.34,415.33,8.76,25499.23
High income,2020-05-21,1112137511,29540118,3279181,2555295,260749,3279181,2816044,463137,39932.29,39932.29,40018.29,2133.57,42151.86,-2219.5714,-188.8,-121.9714,-119.1429,-241.1143,52.31,-85.0743,-0.1703,17.63,0.0926,2948.54,234.46,2297.64,2532.1,416.44,9.01,26561.57
High income,2020-05-22,1112137511,29969564,3323057,2594618,263529,3323057,2858147,464910,39561.14,39561.14,40159.43,1790.71,41950.14,-2389.0,-480.8,-114.9714,-121.3143,-236.2857,-244.5143,-126.68,8.96,11.41,0.0922,2987.99,236.96,2333.0,2569.96,418.03,9.02,26947.71
High income,2020-05-23,1112137511,31141560,3360991,2634961,265448,3360991,2900409,460582,38798.29,38798.29,40059.14,1673.57,41732.71,-2934.4286,-390.2571,-143.7429,-114.5143,-258.2571,-132.0,-43.64,44.06,17.91,0.0915,3022.1,238.68,2369.28,2607.96,414.14,9.27,28001.54
High income,2020-05-24,1112137511,35583344,3396824,2675421,266861,3396824,2942282,454542,37564.43,37564.43,39825.0,1641.43,41466.43,-3902.0,-521.4,-147.4286,-123.0857,-270.5143,-250.8857,-0.5086,32.97,3.6,0.0907,3054.32,239.95,2405.66,2645.61,408.71,10.48,31995.45
High income,2020-05-25,1112137511,32347883,3430837,2717606,265998,3430837,2983604,447233,37677.71,37677.71,39486.29,1626.14,41112.43,-3434.7143,-328.2857,-230.8571,-62.4857,-293.3429,-34.9429,100.09,53.98,-0.7595,0.0892,3084.9,239.18,2443.59,2682.77,402.14,9.43,29086.23
High income,2020-05-26,1112137511,32790139,3464856,2756651,267611,3464856,3024262,440594,37325.29,37325.29,39281.14,1518.14,40799.29,-3474.0,-191.3429,-244.9429,-51.4571,-296.4,105.06,79.76,17.83,-13.4926,0.0885,3115.49,240.63,2478.7,2719.32,396.17,9.46,29483.89
High income,2020-05-27,1112137511,33477936,3498907,2794246,270072,3498907,3064318,434589,37919.71,37919.71,39005.14,1478.29,40483.43,-2563.7143,19.63,-299.8286,12.89,-286.9429,306.57,143.24,5.17,-10.3643,0.0881,3146.11,242.84,2512.5,2755.34,390.77,9.57,30102.34
High income,2020-05-28,1112137511,36828494,3542925,2831699,272132,3542925,3103831,439094,37841.57,37841.57,38834.43,1416.29,40250.71,-2409.1429,8.54,-280.9429,21.63,-259.3143,267.86,45.53,-23.4057,-19.3006,0.0877,3185.69,244.69,2546.18,2790.87,394.82,10.39,33115.05
High income,2020-05-29,1112137511,35163680,3584334,2869586,274156,3584334,3143742,440592,37662.57,37662.57,38325.86,1705.86,40031.71,-2369.1429,194.8,-260.0286,25.29,-234.7429,429.54,25.32,-18.8549,-4.4747,0.0872,3222.92,246.51,2580.24,2826.76,396.17,9.81,31618.1
High income,2020-05-30,1112137511,36103306,3626429,2907997,275796,3626429,3183793,442636,37720.43,37720.43,38081.57,1734.29,39815.86,-2095.4286,-100.6571,-215.5714,19.71,-195.8571,95.2,-16.9429,-42.5189,-1.264,0.0866,3260.77,247.99,2614.78,2862.77,398.0,9.96,32462.99
High income,2020-05-31,1112137511,41631185,3661715,2947262,276775,3661715,3224037,437678,38299.29,38299.29,37981.0,1644.57,39625.57,-1326.2857,-64.7429,-212.8857,25.69,-187.2,122.46,-14.5143,-4.5406,7.4,0.0858,3292.5,248.87,2650.09,2898.96,393.55,11.37,37433.49
High income,2020-06-01,1112137511,37523171,3694475,2985887,277939,3694475,3263826,430649,37416.43,37416.43,37927.29,1576.86,39504.14,-2087.7143,-65.0857,-132.6,-43.3714,-175.9714,110.89,-69.3543,-1.1543,7.26,0.0852,3321.96,249.91,2684.82,2934.73,387.23,10.16,33739.69
High income,2020-06-02,1112137511,37621825,3728899,3023222,279751,3728899,3302973,425926,37517.86,37517.86,37770.0,1544.71,39314.71,-1796.8571,-64.0286,-112.0857,-53.8286,-165.9143,101.89,22.82,13.58,15.64,0.0847,3352.91,251.54,2718.39,2969.93,382.98,10.09,33828.39
High income,2020-06-03,1112137511,38712905,3767002,3060113,281584,3767002,3341697,425305,37337.14,37337.14,37662.86,1489.0,39151.86,-1814.7143,-151.9714,-129.2571,-27.4571,-156.7143,4.74,19.55,17.43,4.01,0.0843,3387.17,253.19,2751.56,3004.75,382.42,10.28,34809.46
High income,2020-06-04,1112137511,42589900,3804840,3097190,283170,3804840,3380360,424480,37400.29,37400.29,37521.14,1465.14,38986.29,-1586.0,13.46,-136.8857,-19.1429,-156.0286,169.49,50.94,35.7,3.65,0.0838,3421.2,254.62,2784.9,3039.52,381.68,11.19,38295.53
High income,2020-06-05,1112137511,40490770,3846959,3133976,284969,3846959,3418945,428014,37539.43,37539.43,37334.71,1507.29,38842.0,-1302.5714,33.0,-123.2286,-17.3429,-140.5714,173.57,72.65,15.52,-1.0926,0.0833,3459.07,256.24,2817.98,3074.21,384.86,10.53,36408.06
High income,2020-06-06,1112137511,41537111,3887789,3171637,286219,3887789,3457856,429933,37483.71,37483.71,37242.86,1481.14,38724.0,-1240.2857,189.63,-114.1714,-10.6857,-124.8571,314.49,109.17,17.11,3.7,0.0828,3495.78,257.36,2851.84,3109.2,386.58,10.68,37348.9
High income,2020-06-07,1112137511,46022622,3923517,3209910,287031,3923517,3496941,426576,37682.86,37682.86,37153.86,1458.0,38611.86,-929.0,299.2,-81.1429,-14.9714,-96.1143,395.31,100.41,8.11,-1.8549,0.0821,3527.91,258.09,2886.25,3144.34,383.56,11.73,41382.13
High income,2020-06-08,1112137511,43359567,3957251,3247230,288490,3957251,3535720,421531,38285.29,38285.29,37092.0,1435.57,38527.57,-242.2857,393.86,-41.2286,-18.9143,-60.1429,454.0,105.09,35.95,1.98,0.0816,3558.24,259.4,2919.81,3179.21,379.03,10.96,38987.6
High income,2020-06-09,1112137511,43855385,3991285,3283922,290119,3991285,3574041,417244,38896.29,38896.29,37115.43,1390.29,38505.71,390.57,515.49,-2.8571,-16.1714,-19.0286,534.51,91.51,26.43,1.61,0.0812,3588.84,260.87,2952.8,3213.67,375.17,10.99,39433.42
High income,2020-06-10,1112137511,44443142,4030782,3320190,291790,4030782,3611980,418802,39508.71,39508.71,37128.57,1412.71,38541.29,967.43,558.43,63.97,-34.4,29.57,528.86,252.42,25.39,2.22,0.0808,3624.36,262.37,2985.41,3247.78,376.57,11.03,39961.91
High income,2020-06-11,1112137511,48593808,4072837,3356834,293219,4072837,3650053,422784,40061.14,40061.14,37228.57,1400.29,38628.86,1432.29,647.2,113.09,-35.5429,77.54,569.66,241.31,25.14,-23.2491,0.0803,3662.17,263.65,3018.36,3282.02,380.15,11.93,43694.06
High income,2020-06-12,1112137511,45505178,4119233,3393784,294701,4119233,3688485,430748,40475.0,40475.0,37473.71,1286.0,38759.71,1715.29,1561.29,160.6,-31.4571,129.14,1432.14,227.38,19.2,-20.0327,0.0799,3703.89,264.99,3051.59,3316.57,387.32,11.05,40916.86
High income,2020-06-13,1112137511,47977925,4164350,3431537,296108,4164350,3727645,436705,41521.29,41521.29,37657.43,1257.86,38915.29,2606.0,1600.43,297.66,-38.4286,259.23,1341.2,230.78,-80.2914,-26.5383,0.0794,3744.46,266.25,3085.53,3351.78,392.67,11.52,43140.28
High income,2020-06-14,1112137511,54098690,4203945,3470510,296833,4203945,3767343,436602,46702.71,46702.71,37918.43,1233.0,39151.43,7551.29,1652.37,387.06,-5.7714,381.29,1271.09,187.51,-73.7337,-25.9909,0.0788,3780.06,266.9,3120.58,3387.48,392.58,12.87,48643.89
High income,2020-06-15,1112137511,49270136,4240576,3509546,297492,4240576,3807038,433538,47510.86,47510.86,38616.86,1220.57,39837.43,7673.43,1712.31,487.34,9.46,496.8,1215.51,-149.04,-107.2971,-19.8085,0.0781,3813.0,267.5,3155.68,3423.17,389.82,11.62,44302.2
High income,2020-06-16,1112137511,49757937,4281934,3547524,298924,4281934,3846448,435486,48323.0,48323.0,39163.86,1371.43,40535.29,7787.71,1584.77,595.74,11.63,607.37,977.4,-127.3543,-104.816,19.57,0.0777,3850.18,268.78,3189.82,3458.61,391.58,11.62,44740.81
High income,2020-06-17,1112137511,50198962,4357701,3585619,300421,4357701,3886040,471661,49036.57,49036.57,39910.43,1333.29,41243.71,7792.86,816.09,681.2,15.0,696.2,119.89,-309.1086,-79.8423,16.34,0.0773,3918.31,270.13,3224.08,3494.21,424.1,11.52,45137.37
High income,2020-06-18,1112137511,54883631,4405413,3627152,301763,4405413,3928915,476498,49445.14,49445.14,40636.14,1316.0,41952.14,7493.0,963.66,694.03,13.37,707.4,256.26,-293.3029,17.54,46.05,0.0768,3961.21,271.34,3261.42,3532.76,428.45,12.46,49349.68
High income,2020-06-19,1112137511,52123338,4457494,3667931,304301,4457494,3972232,485262,50783.14,50783.14,41324.43,1308.0,42632.43,8150.71,106.83,752.54,-21.9714,730.57,-623.7429,-211.6971,7.98,43.83,0.0766,4008.04,273.62,3298.09,3571.71,436.33,11.69,46867.71
High income,2020-06-20,1112137511,54120776,4507606,3710910,305441,4507606,4016351,491255,52329.14,52329.14,42087.0,1287.43,43374.43,8954.71,245.8,642.03,31.69,673.71,-427.9143,-61.36,122.93,34.07,0.076,4053.1,274.64,3336.74,3611.38,441.72,12.01,48663.74
High income,2020-06-21,1112137511,60272613,4550061,3754963,306045,4550061,4061008,489053,48857.14,48857.14,42926.57,1261.57,44188.14,4669.0,526.29,637.46,-2.4286,635.03,-108.7429,-87.4457,114.33,9.47,0.0754,4091.28,275.19,3376.35,3651.53,439.74,13.25,54195.29
High income,2020-06-22,1112137511,55549807,4596058,3798817,306648,4596058,4105465,490593,50265.57,50265.57,43120.57,1491.71,44612.29,5653.29,509.29,630.46,-5.4,625.06,-115.7714,305.57,90.52,11.1,0.0747,4132.63,275.73,3415.78,3691.51,441.13,12.09,49948.69
High income,2020-06-23,1112137511,55552401,4648238,3842133,307936,4648238,4150069,498169,52076.57,52076.57,43823.43,1303.86,45127.29,6949.29,526.43,616.86,-2.4,614.46,-88.0286,278.37,64.9,-39.0729,0.0742,4179.55,276.89,3454.73,3731.61,447.94,11.95,49951.02
High income,2020-06-24,1112137511,56049675,4699701,3886105,309252,4699701,4195357,504344,53329.57,53329.57,44476.71,1281.0,45757.71,7571.86,1634.66,602.91,3.69,606.6,1028.06,240.9,63.49,-36.0869,0.0737,4225.83,278.07,3494.27,3772.34,453.49,11.93,50398.15
High income,2020-06-25,1112137511,61597653,4757272,3928996,312205,4757272,4241201,516071,54961.29,54961.29,45171.29,1275.43,46446.71,8514.57,1637.66,743.89,-44.0,699.89,937.77,263.15,-72.4297,-33.5266,0.0736,4277.59,280.73,3532.83,3813.56,464.04,12.95,55386.72
High income,2020-06-26,1112137511,59118147,4822030,3974695,313428,4822030,4288123,533907,57030.43,57030.43,45941.14,1280.0,47221.14,9809.29,1730.77,796.54,-11.5714,784.97,945.8,230.01,-66.0994,-29.9664,0.0731,4335.82,281.82,3573.92,3855.75,480.07,12.26,53157.23
High income,2020-06-27,1112137511,60866017,4880913,4022247,314408,4880913,4336655,544258,58453.86,58453.86,46840.0,1271.71,48111.71,10342.14,1825.06,928.4,-57.0857,871.31,953.74,-56.5829,-77.1143,-27.3015,0.0725,4388.77,282.71,3616.68,3899.39,489.38,12.47,54728.86
High income,2020-06-28,1112137511,68176824,4934790,4071162,314973,4934790,4386135,548655,60730.43,60730.43,47806.14,1246.0,49052.14,11678.29,1676.46,1016.69,-58.9714,957.71,718.74,-52.1257,-84.9291,15.76,0.0718,4437.21,283.21,3660.66,3943.88,493.33,13.82,61302.51
High income,2020-06-29,1112137511,62601286,4995271,4120405,315608,4995271,4436013,559258,62454.86,62454.86,49118.71,995.57,50114.29,12340.57,1351.74,1093.17,-69.9714,1023.2,328.54,-144.6743,-73.0171,14.8,0.0711,4491.59,283.79,3704.94,3988.73,502.87,12.53,56289.16
High income,2020-06-30,1112137511,63275392,5057415,4170013,316838,5057415,4486851,570564,63343.57,63343.57,50254.71,980.57,51235.29,12108.29,1377.03,1121.94,-68.7429,1053.2,323.83,-161.4914,6.35,25.86,0.0706,4547.47,284.89,3749.55,4034.44,513.03,12.51,56895.3
High income,2020-07-01,1112137511,64318771,5124814,4220748,317974,5124814,4538722,586092,63789.14,63789.14,51407.0,930.14,52337.14,11452.0,1007.4,1147.37,-64.7714,1082.6,-75.2,-135.08,7.89,27.13,0.0701,4608.08,285.91,3795.17,4081.08,527.0,12.55,57833.47
High income,2020-07-02,1112137511,69212289,5194456,4272827,319174,5194456,4592001,602455,65339.0,65339.0,52449.71,928.0,53377.71,11961.29,1017.6,1079.29,-3.4286,1075.86,-58.2571,-24.8114,52.19,25.86,0.0695,4670.7,286.99,3842.0,4128.99,541.71,13.32,62233.57
High income,2020-07-03,1112137511,66696557,5265435,4326478,320292,5265435,4646770,618665,65767.43,65767.43,53543.0,922.14,54465.14,11302.29,1001.06,1067.66,3.14,1070.8,-69.7429,-12.6857,50.71,2.93,0.0689,4734.52,288.0,3890.24,4178.23,556.28,12.67,59971.5
High income,2020-07-04,1112137511,68045887,5327437,4382096,320919,5327437,4703015,624422,67542.86,67542.86,54515.14,978.43,55493.57,12049.29,1227.69,1044.97,19.14,1064.11,163.57,116.25,56.3,0.687,0.0682,4790.27,288.56,3940.25,4228.81,561.46,12.77,61184.78
High income,2020-07-05,1112137511,76013845,5392163,4438310,321469,5392163,4759779,632384,68348.86,68348.86,55593.0,996.29,56589.29,11759.57,1313.6,1058.63,20.46,1079.09,234.51,92.08,21.01,-15.1241,0.0675,4848.47,289.06,3990.79,4279.85,568.62,14.1,68349.32
High income,2020-07-06,1112137511,70556892,5455643,4495206,322063,5455643,4817269,638374,69927.57,69927.57,56631.86,1025.86,57657.71,12269.86,1588.66,1066.51,33.83,1100.34,488.31,146.42,11.32,-13.992,0.0669,4905.55,289.59,4041.95,4331.54,574.01,12.93,63442.6
High income,2020-07-07,1112137511,71063378,5530215,4551619,323687,5530215,4875306,654909,71907.0,71907.0,57742.86,1030.29,58773.14,13133.86,1478.0,1118.74,25.77,1144.51,333.49,80.22,-23.4354,-21.7056,0.0664,4972.6,291.05,4092.68,4383.73,588.87,12.85,63898.01
High income,2020-07-08,1112137511,72836271,5603256,4609899,324948,5603256,4934847,668409,73710.71,73710.71,58875.57,1091.29,59966.86,13743.86,1733.17,1153.89,21.03,1174.91,558.26,43.93,-19.2457,-12.6334,0.0658,5038.28,292.18,4145.08,4437.26,601.01,13.0,65492.14
High income,2020-07-09,1112137511,77290310,5683949,4669250,326355,5683949,4995605,688344,74932.86,74932.86,60108.86,1107.29,61216.14,13716.71,1628.77,1221.03,4.6,1225.63,403.14,-0.9257,-52.2274,-9.9653,0.0653,5110.83,293.45,4198.45,4491.9,618.94,13.6,69497.08
High income,2020-07-10,1112137511,75422878,5768784,4730678,327504,5768784,5058182,710602,77014.71,77014.71,61362.43,1101.43,62463.86,14550.86,1533.23,1254.11,7.91,1262.03,271.2,-4.1486,-42.1611,-5.2523,0.0647,5187.11,294.48,4253.68,4548.16,638.95,13.07,67817.94
High income,2020-07-11,1112137511,76084674,5843412,4794225,328558,5843412,5122783,720629,78071.43,78071.43,62737.0,1048.86,63785.86,14285.57,1584.03,1293.97,-7.0286,1286.94,297.09,-114.7143,-38.504,-5.045,0.0641,5254.22,295.43,4310.82,4606.25,647.97,13.02,68413.01
High income,2020-07-12,1112137511,84888728,5916693,4859072,329220,5916693,5188292,728401,79573.14,79573.14,64013.43,1069.86,65083.29,14489.86,1457.26,1292.23,21.8,1314.03,143.23,-130.5886,-49.6971,,0.0635,5320.11,296.02,4369.13,4665.15,654.96,14.35,76329.35
High income,2020-07-13,1112137511,79684484,5994746,4924743,329773,5994746,5254516,740230,81630.86,81630.86,65345.43,1056.14,66401.57,15229.29,1159.6,1301.74,25.17,1326.91,-167.3143,-148.5943,-44.4709,,0.0628,5390.29,296.52,4428.18,4724.7,665.59,13.29,71649.85
High income,2020-07-14,1112137511,79273029,6076715,4990778,331029,6076715,5321807,754908,82219.14,82219.14,66570.0,1216.29,67786.29,14432.86,975.83,1277.71,34.31,1312.03,-336.2,-249.4114,,,0.0622,5464.0,297.65,4487.55,4785.21,678.79,13.05,71279.88
High income,2020-07-15,1112137511,81621304,6160268,5057993,332437,6160268,5390430,769838,82812.71,82812.71,67871.14,1227.29,69098.43,13714.29,790.26,1247.23,34.17,1281.4,-491.1429,-226.5029,,,0.0617,5539.12,298.92,4547.99,4846.91,692.21,13.25,73391.38
High income,2020-07-16,1112137511,87628758,6255365,5126668,333748,6255365,5460416,794949,82950.57,82950.57,69125.57,1220.43,70346.0,12604.57,336.97,1195.77,40.86,1236.63,-899.6571,,,,0.0611,5624.63,300.1,4609.74,4909.84,714.79,14.01,78793.1
High income,2020-07-17,1112137511,88950083,6344318,5196668,336018,6344318,5532686,811632,83524.43,83524.43,70249.57,1240.71,71490.29,12034.14,324.74,1144.6,10.31,1154.91,-830.1714,,,,0.0607,5704.62,302.14,4672.68,4974.82,729.79,14.02,79981.19
High income,2020-07-18,1112137511,89730490,6423101,5269323,337149,6423101,5606472,816629,83315.71,83315.71,71324.29,1260.43,72584.71,10731.0,,,,,,,,,0.0601,5775.46,303.15,4738.01,5041.17,734.29,13.97,80682.91
High income,2020-07-19,1112137511,98449479,6497347,5342951,337763,6497347,5680714,816633,83842.86,83842.86,72293.0,1267.86,73560.86,10282.0,,,,,,,,,0.0595,5842.22,303.71,4804.22,5107.92,734.29,15.15,88522.76
High income,2020-07-20,1112137511,100586486,6579417,5416490,338458,6579417,5754948,824469,,,,,,,,,,,,,,,0.0588,5916.01,304.33,4870.34,5174.67,741.34,15.29,90444.29
High income,2020-07-21,1112137511,102056218,6659925,5490048,339852,6659925,5829900,830025,,,,,,,,,,,,,,,0.0583,5988.4,305.58,4936.48,5242.07,746.33,15.32,91765.83
High income,2020-07-22,1112137511,102275322,6747168,5564044,341312,6747168,5905356,841812,,,,,,,,,,,,,,,0.0578,6066.85,306.9,5003.02,5309.92,756.93,15.16,91962.84
