key,group_name,M,β,γ,α,μ,σ(β),σ(γ),σ(α),σ(μ),σ(E),R0,σ(R0),loss_7_days,loss_14_days
Macaé_RJ,All,259239.0,0.1634,0.2222,0.1613,0.005,0.01292,,0.02515,0.00059,,1.013,0.177,1.228,1.228
Maceió_AL,All,1.029137e6,0.0692,0.2222,0.1055,0.00796,0.00525,0.2422,0.00618,0.0003,13795.662,0.656,0.06289,1.872,1.872
Magé_RJ,All,247522.0,0.171,0.2222,0.1623,0.01555,0.00278,0.4835,0.02231,0.00197,3567.393,1.054,0.1459,1.38,1.38
Mamanguape_PB,All,45331.0,0.2073,0.2222,0.1667,0.0032,0.01928,0.4347,0.09045,0.00036,987.314,1.244,0.685,1.045,1.045
Manacapuru_AM,All,98351.0,0.001,0.2222,0.09091,0.0031,0.03996,0.4672,0.05772,4.0e-5,10676.368,0.011,0.4396,10.686,10.686
Manaquiri_AM,All,32426.0,0.05472,0.2222,0.09091,0.00321,0.0355,1.954,0.03006,0.00016,3838.943,0.6019,0.4383,3.942,3.942
Manaus_AM,All,2.204591e6,0.04603,0.2222,0.09091,0.00516,0.00125,0.935,0.03869,0.00015,242731.456,0.5064,0.2159,5.797,5.797
Manicoré_AM,All,56309.0,0.1629,0.2222,0.131,0.00196,0.00606,0.503,0.05089,0.00033,164.662,1.243,0.485,1.995,1.995
Marataízes_ES,All,38884.0,0.09729,0.2222,0.1205,0.00674,0.01114,19.788,0.00926,0.00031,52825.505,0.8074,0.1113,2.116,2.116
Marau_RS,All,44603.0,0.1934,0.2222,0.1667,0.00299,0.01043,0.6897,0.1118,0.00073,547.001,1.16,0.7811,1.658,1.658
Maraã_AM,All,18406.0,0.1328,0.2222,0.1326,,0.01917,0.3254,0.01429,,233.9,1.002,0.1804,,
Marechal Deodoro_AL,All,52420.0,0.1511,0.2222,0.1667,0.00351,0.03064,0.1541,0.04196,0.00069,379.781,0.9064,0.293,1.845,1.845
Marechal Floriano_ES,All,16861.0,0.1102,0.2222,0.1254,0.00326,0.00649,0.2169,0.01219,0.00045,250.321,0.8784,0.09984,1.933,1.933
Mariana_MG,All,61331.0,0.09636,0.2222,0.1314,0.0019,0.00281,0.1577,0.02454,0.00026,1115.152,0.7336,0.1387,1.293,1.293
Maricá_RJ,All,162819.0,0.1497,0.2222,0.1358,0.0078,0.00069,0.5105,0.00868,0.00109,2227.864,1.103,0.07068,1.643,1.643
Maringá_PR,All,427903.0,0.1294,0.2222,0.1541,0.00692,0.03455,0.8625,0.02222,0.0009,1138.191,0.8401,0.2549,1.963,1.963
Mauá_SP,All,477641.0,0.07803,0.2222,0.09766,0.01387,0.0167,0.316,0.00631,0.00054,1728.915,0.799,0.1786,2.147,2.147
Maués_AM,All,64544.0,0.03638,0.2222,0.09091,0.00288,0.00571,,0.05426,0.00013,,0.4002,0.247,8.344,8.344
Mazagão_AP,All,21848.0,0.07407,0.2222,0.108,0.00197,0.02506,0.2096,0.00715,0.00037,745.544,0.6859,0.2365,1.513,1.513
Mesquita_RJ,All,177864.0,0.05584,0.2222,0.09091,0.01709,0.01497,0.4559,0.04215,0.00158,1146.311,0.6142,0.329,3.656,3.656
Miguel Alves_PI,All,34098.0,0.1421,0.2222,0.1639,,0.07086,0.7108,0.03827,,863.621,0.867,0.4775,,
Miranda do Norte_MA,All,28665.0,,,,0.00126,,,,2.0e-5,,,,,
Mogi das Cruzes_SP,All,450300.0,0.04616,0.2222,0.09091,0.0171,0.0075,0.684,0.02004,0.00048,3183.621,0.5078,0.139,3.945,3.945
Muriaé_MG,All,109851.0,0.1213,0.2222,0.1482,0.00294,0.01544,0.3672,0.01843,0.00023,960.553,0.8186,0.1457,2.077,2.077
Navegantes_SC,All,82290.0,0.05676,0.2222,0.09091,0.0018,0.00693,1.581,0.04259,8.0e-5,3868.837,0.6244,0.3023,6.983,6.983
Nilópolis_RJ,All,164110.0,0.06811,0.2222,0.09091,0.01546,0.01204,1.144,0.00911,0.00105,2309.232,0.7492,0.1522,2.662,2.662
Nossa Senhora da Glória_SE,All,37293.0,0.1096,0.2222,0.1058,,0.00165,1.323,0.02141,,1482.17,1.036,0.2102,,
Nossa Senhora do Socorro_SE,All,185464.0,0.0876,0.2222,0.09712,0.00595,0.00612,0.3312,0.00843,0.00047,1336.689,0.9019,0.1005,1.891,1.891
Nova Friburgo_RJ,All,192537.0,0.1452,0.2222,0.1451,0.0112,0.01829,,0.09185,0.00199,,1.001,0.6465,0.851,0.851
Nova Iguaçu_RJ,All,829339.0,0.0983,0.2222,0.09937,0.01602,0.01046,2.201,0.01162,0.00093,36913.637,0.9892,0.1564,1.181,1.181
Nova Lima_MG,All,95838.0,0.133,0.2222,0.1361,,0.02235,0.44,,,564.294,0.9774,,,
Nova Olinda do Norte_AM,All,37752.0,0.1152,0.2222,0.1114,0.00619,0.01326,1.253,0.00963,0.0003,2381.307,1.034,0.1489,1.553,1.553
Novo Airão_AM,All,19649.0,0.02669,0.2222,0.09091,0.00206,0.02002,0.5994,0.03811,0.00011,1060.058,0.2936,0.2523,5.261,5.261
Novo Aripuanã_AM,All,25900.0,0.1199,0.2222,0.1009,0.00241,0.01266,,0.02782,0.0002,,1.189,0.351,1.447,1.447
Novo Hamburgo_RS,All,249215.0,0.07258,0.2222,0.09539,0.0057,0.00732,0.3533,0.00993,0.00027,281.439,0.7609,0.1102,2.346,2.346
Oiapoque_AP,All,27543.0,0.07812,0.2222,0.1437,0.00179,0.00362,0.1927,0.05702,0.00021,631.544,0.5438,0.2173,2.037,2.037
Olinda_PE,All,396407.0,0.0254,0.2222,0.09091,0.01087,0.0073,,0.05067,0.00023,,0.2794,0.1752,10.339,10.339
Osasco_SP,All,705402.0,0.07499,0.2222,0.0913,0.01956,0.01433,3.618,0.00771,0.00122,37341.838,0.8214,0.1716,2.727,2.727
Palhoça_SC,All,173515.0,0.1285,0.2222,0.1667,,0.03436,0.3257,0.03046,,1346.397,0.7712,0.2498,,
Palmares_PE,All,63882.0,0.0766,0.2222,0.1233,0.01352,0.01651,0.265,0.00801,0.0008,846.127,0.6212,0.1399,1.596,1.596
Palmitos_SC,All,16331.0,0.001,0.2222,0.09091,0.00275,0.02616,0.2322,0.03171,0.00017,548.515,0.011,0.2878,1.836,1.836
Paraíba do Sul_RJ,All,44728.0,0.07827,0.2222,0.09091,0.00464,0.02314,0.3615,0.02054,0.00026,179.357,0.861,0.3203,4.534,4.534
Parintins_AM,All,115416.0,0.08826,0.2222,0.09091,0.00264,0.0182,0.7374,0.00999,0.00016,15305.948,0.9708,0.2269,2.217,2.217
Parnaíba_PI,All,154609.0,0.1305,0.2222,0.159,,0.01076,0.3782,0.01324,,11946.245,0.8205,0.09614,,
Passo Fundo_RS,All,205308.0,0.08512,0.2222,0.09123,0.00641,0.0,5.426,0.02497,0.00069,40138.285,0.9331,0.2554,1.406,1.406
Patos_PB,All,108681.0,0.07348,0.2222,0.09745,0.00652,0.00544,,0.00544,0.0008,,0.7541,0.06994,1.58,1.58
Paudalho_PE,All,57071.0,0.0433,0.2222,0.09091,0.01732,0.00052,,0.02773,0.00093,,0.4763,0.1454,4.553,4.553
Paulista_PE,All,335092.0,0.03086,0.2222,0.09091,0.01327,0.00177,,0.04648,0.00038,,0.3395,0.1746,9.84,9.84
Paulínia_SP,All,110518.0,0.1295,0.2222,0.1497,0.0023,0.01607,0.9139,0.03199,0.00031,1572.993,0.8654,0.2139,1.602,1.602
Paço do Lumiar_MA,All,123419.0,0.01682,0.2222,0.09091,0.01796,0.00317,1.316,0.05918,0.00031,1510.004,0.185,0.1253,7.079,7.079
Pedra Branca do Amapari_AP,All,16667.0,0.1859,0.2222,0.1667,,0.01201,0.2115,0.04708,,1173.287,1.115,0.3231,,
Pedras de Fogo_PB,All,28743.0,0.1776,0.2222,0.1667,0.0021,0.00495,0.3341,0.07038,0.00037,1029.61,1.066,0.451,1.249,1.249
Pedreiras_MA,All,39621.0,0.03915,0.2222,0.09091,0.00299,0.01554,0.1929,0.03464,0.0001,556.755,0.4307,0.237,6.303,6.303
Pedro II_PI,All,39129.0,0.001,0.2222,0.09091,0.00174,0.04118,0.8559,0.05505,0.0001,519.945,0.011,0.453,8.356,8.356
Penha_SC,All,32856.0,0.07045,0.2222,0.106,0.00176,0.02887,1.522,0.01631,0.00019,1925.651,0.6646,0.2909,2.541,2.541
Petrolina_PE,All,352636.0,0.09782,0.2222,0.1025,0.00914,0.00141,0.2565,0.00379,0.00083,237.154,0.9541,0.03789,1.792,1.792
Petrópolis_RJ,All,309253.0,0.1239,0.2222,0.1094,0.01545,0.00682,0.871,0.01052,0.00115,3659.972,1.133,0.1256,0.6486,0.6486
Picos_PI,All,79004.0,0.07249,0.2222,0.09091,,0.00393,0.6713,0.02561,,1875.851,0.7974,0.2287,,
Pinheiro_MA,All,84221.0,0.001,0.2222,0.09091,0.00773,0.1758,1.619,0.09759,0.00126,317.017,0.011,1.934,3.957,3.957
Pio XII_MA,All,21700.0,,,,0.00119,,,,0.00019,,,,,
Piracicaba_SP,All,408183.0,0.1344,0.2222,0.1526,0.00859,0.00014,0.2592,0.0083,0.00098,868.672,0.8812,0.04796,2.102,2.102
Piripiri_PI,All,64379.0,0.07351,0.2222,0.1043,0.00149,0.01226,0.4492,0.02448,0.00011,1036.899,0.7049,0.203,2.367,2.367
Plácido de Castro_AC,All,19959.0,0.04279,0.2222,0.09091,0.00379,0.00132,6.267,0.04233,0.00028,4738.103,0.4707,0.2197,1.352,1.352
Pombos_PE,All,27362.0,0.06899,0.2222,0.09091,0.01046,0.00123,,0.02361,0.00065,,0.7589,0.1975,5.0,5.0
Porto Alegre_RS,All,1.498609e6,0.06654,0.2222,0.1142,0.00666,0.01547,0.4488,0.02501,0.0002,1795.029,0.5828,0.1862,2.614,2.614
Porto Calvo_AL,All,27437.0,0.1044,0.2222,0.1237,0.00159,0.00507,0.5166,0.00795,0.00018,376.587,0.844,0.068,2.481,2.481
Porto Grande_AP,All,22191.0,0.1928,0.2222,0.1658,0.00249,0.01472,0.1598,0.00802,0.00048,223.809,1.163,0.1051,1.684,1.684
Pouso Alegre_MG,All,152244.0,0.1275,0.2222,0.1141,0.00233,0.01441,0.2089,0.01281,0.0003,186.112,1.117,0.1779,1.94,1.94
Poá_SP,All,118627.0,0.05797,0.2222,0.09091,0.02252,0.0041,,0.01117,0.0008,,0.6377,0.09039,2.705,2.705
Praia Grande_SP,All,328324.0,0.1408,0.2222,0.1667,0.00862,0.03333,0.09835,0.0458,0.00167,828.873,0.8447,0.3064,1.659,1.659
Presidente Dutra_MA,All,48282.0,0.1572,0.2222,0.1568,,0.00127,0.4048,0.05376,,464.496,1.003,0.3439,,
Presidente Figueiredo_AM,All,36642.0,0.1098,0.2222,0.09252,0.00216,0.00262,0.9738,0.02975,0.00015,7332.122,1.187,0.3827,1.604,1.604
Presidente Kennedy_ES,All,11690.0,0.06866,0.2222,0.09091,0.00403,0.0151,0.2472,0.04193,0.00038,30.034,0.7553,0.386,7.679,7.679
Queimados_RJ,All,151822.0,0.04607,0.2222,0.09091,0.00214,0.0069,0.9156,0.03386,0.00014,3086.969,0.5068,0.2034,5.731,5.731
Recife_PE,All,1.662184e6,0.03303,0.2222,0.09091,0.01305,1.0e-5,0.523,0.04961,0.00031,27146.661,0.3634,0.1983,8.859,8.859
Registro_SP,All,56885.0,0.04663,0.2222,0.09091,0.00533,0.03329,1.128,0.02792,0.00066,639.627,0.5129,0.3986,4.479,4.479
Resende_RJ,All,132654.0,0.1755,0.2222,0.1377,0.01123,0.00873,,0.01725,0.00134,,1.274,0.1718,0.7981,0.7981
Ribeirão Pires_SP,All,124627.0,0.06343,0.2222,0.09876,0.01351,0.00682,0.7791,0.00683,0.00063,557.419,0.6422,0.08207,2.932,2.932
Ribeirão Preto_SP,All,710326.0,0.1163,0.2222,0.1461,0.0057,0.0057,0.9525,0.00888,0.0003,6969.685,0.796,0.06216,1.962,1.962
Ribeirão das Neves_MG,All,338207.0,0.1179,0.2222,0.1661,0.00176,0.01475,0.5169,0.01917,0.00025,861.763,0.7097,0.1208,1.955,1.955
Rio Branco_AC,All,411392.0,0.05138,0.2222,0.09091,0.00589,0.00675,0.2818,0.03949,0.00025,6593.042,0.5652,0.2565,1.143,1.143
Rio Largo_AL,All,75871.0,0.08965,0.2222,0.1279,0.01358,0.03944,0.5134,0.02012,0.00098,561.369,0.7011,0.3275,2.451,2.451
Rio Preto da Eva_AM,All,33680.0,0.1215,0.2222,0.09091,0.00133,0.00815,0.4959,0.0387,0.00015,1849.557,1.336,0.5759,2.987,2.987
Rio de Janeiro_RJ,All,6.786092e6,0.04704,0.2222,0.09091,0.01762,0.00576,0.4117,0.01856,0.00054,91563.24,0.5174,0.1232,3.394,3.394
Rondonópolis_MT,All,234816.0,0.1257,0.2222,0.1472,0.00504,0.01155,0.9556,0.02073,0.00071,2257.493,0.8538,0.1436,1.866,1.866
Rosário_MA,All,43167.0,0.03691,0.2222,0.09091,0.00487,0.00025,2.162,0.03849,0.00058,787.958,0.406,0.1719,7.337,7.337
Salvador_BA,All,2.90107e6,0.05894,0.2222,0.1035,0.00644,0.00049,0.4285,0.01321,0.0001,28051.169,0.5697,0.07287,2.769,2.769
Santa Helena_MA,All,42551.0,0.1092,0.2222,0.1667,,0.01008,0.8204,0.02868,,5720.665,0.6554,0.128,,
Santa Inês_MA,All,89934.0,0.08989,0.2222,0.104,0.0015,0.02426,0.1408,0.01402,9.0e-5,3269.355,0.8644,0.2608,1.067,1.067
Santa Maria_RS,All,284944.0,0.07081,0.2222,0.1097,0.00276,0.05101,0.5459,0.03645,0.00043,759.072,0.6452,0.5118,2.122,2.122
Santa Quitéria do Maranhão_MA,All,25898.0,0.001,0.2222,0.09091,0.00221,0.04315,0.2291,0.05524,0.00028,590.791,0.011,0.4747,2.447,2.447
Santa Rita_MA,All,38234.0,0.001,0.2222,0.09091,0.00434,0.01089,0.8153,0.0552,0.00015,525.565,0.011,0.12,7.129,7.129
Santa Rita_PB,All,137952.0,0.06743,0.2222,0.09091,0.01681,0.0079,0.4176,0.01149,0.00082,1567.083,0.7418,0.1278,2.166,2.166
Santa Teresa_ES,All,23826.0,0.02156,0.2222,0.09091,0.00452,0.0139,0.5367,0.02411,0.00079,255.387,0.2372,0.1653,5.106,5.106
Santana de Parnaíba_SP,All,140841.0,0.07954,0.2222,0.09091,0.00633,7.0e-5,0.2895,0.00664,0.00027,684.919,0.8749,0.06391,2.233,2.233
Santana_AP,All,122578.0,0.1471,0.2222,0.1596,0.00347,0.00531,0.2542,0.01481,0.00031,904.299,0.9212,0.09168,2.582,2.582
Santo André_SP,All,725961.0,0.08692,0.2222,0.1078,0.01033,0.01297,0.8385,0.00414,0.00048,8883.285,0.8061,0.1243,2.487,2.487
Santo Antônio do Içá_AM,All,21818.0,0.2423,0.2222,0.09091,0.00141,0.00218,,0.02026,0.00012,,2.666,0.5946,6.241,6.241
Santo Antônio dos Lopes_MA,All,14673.0,0.001,0.2222,0.09091,0.00109,0.07845,0.3723,0.05055,6.0e-5,1188.762,0.011,0.863,2.332,2.332
Santos_SP,All,437644.0,0.0619,0.2222,0.09091,0.00788,0.00415,0.2194,0.0091,0.00032,4719.486,0.6809,0.08208,2.225,2.225
Sapé_PB,All,53151.0,0.001,0.2222,0.09091,0.00518,0.0377,0.4398,0.03589,0.00067,479.422,0.011,0.4147,3.769,3.769
Satuba_AL,All,13966.0,0.08353,0.2222,0.1016,0.00678,0.05445,0.6657,0.01667,0.00062,352.75,0.8219,0.5525,2.843,2.843
Seropédica_RJ,All,83135.0,0.1252,0.2222,0.1415,0.00765,0.01088,0.384,0.01319,0.00077,228.077,0.8845,0.1127,2.798,2.798
Serra do Navio_AP,All,5451.0,0.07092,0.2222,0.09091,0.00204,0.03757,1.936,0.01979,0.00021,1574.753,0.7801,0.4468,4.186,4.186
Serra_ES,All,522685.0,0.1439,0.2222,0.1466,0.00667,0.00717,0.3539,0.02259,0.0008,8401.422,0.9815,0.159,2.117,2.117
Silves_AM,All,9263.0,0.001,0.2222,0.09091,0.00215,0.00845,0.4299,0.07103,6.0e-5,310.464,0.011,0.09337,7.464,7.464
Simões Filho_BA,All,135721.0,0.1385,0.2222,0.1667,0.00468,0.01732,0.6839,0.03128,0.00054,823.99,0.8307,0.1874,2.062,2.062
Sombrio_SC,All,30678.0,0.02579,0.2222,0.09091,0.00267,0.00401,,0.06253,0.00011,,0.2837,0.2001,7.119,7.119
Sorocaba_SP,All,686172.0,0.04786,0.2222,0.09091,0.00933,0.01779,0.5863,0.00776,0.00047,3322.456,0.5265,0.2008,2.461,2.461
Sousa_PB,All,70138.0,0.09796,0.2222,0.1308,,0.03085,0.3276,0.0137,,789.504,0.7492,0.2487,,
Sumaré_SP,All,285265.0,0.117,0.2222,0.15,0.00698,0.01361,0.5348,0.01292,0.00052,552.27,0.78,0.1129,2.352,2.352
Suzano_SP,All,300613.0,0.06112,0.2222,0.09091,0.01598,0.00458,1.561,0.00909,0.00039,3997.569,0.6723,0.08401,2.857,2.857
São Bernardo do Campo_SP,All,847325.0,0.09336,0.2222,0.1175,0.01261,0.00998,0.7297,0.0166,0.00095,11040.064,0.7946,0.1408,2.24,2.24
São Caetano do Sul_SP,All,162738.0,0.02859,0.2222,0.09091,0.01107,0.01458,1.408,0.01806,0.00053,6793.459,0.3145,0.1721,2.265,2.265
São Cristóvão_SE,All,90973.0,0.09617,0.2222,0.1087,0.00563,0.00929,0.1506,0.00633,0.00056,362.396,0.8845,0.09975,1.785,1.785
São Domingos do Maranhão_MA,All,34720.0,,,,0.00146,,,,5.0e-5,,,,,
São Gabriel da Cachoeira_AM,All,46020.0,0.4484,0.2222,0.09091,,0.3323,0.1635,0.04596,,11540.4,4.932,4.425,,
São Gonçalo_RJ,All,1.095687e6,0.1412,0.2222,0.1475,0.01471,0.01173,0.4166,0.02501,0.00149,9355.331,0.9571,0.1807,1.363,1.363
São José de Ribamar_MA,All,179464.0,0.03294,0.2222,0.09091,0.01083,0.00993,1.485,0.05112,0.00032,2621.36,0.3624,0.2312,10.031,10.031
São José do Rio Preto_SP,All,465278.0,0.1204,0.2222,0.118,0.00577,0.02749,0.5266,0.02304,0.00022,1713.224,1.02,0.3065,2.037,2.037
São José dos Campos_SP,All,729163.0,0.09807,0.2222,0.1092,0.00761,0.00595,0.8988,0.01708,0.00037,4583.534,0.8982,0.1507,1.944,1.944
São José_SC,All,249052.0,0.1388,0.2222,0.1481,,0.02144,0.1621,0.02643,,205.198,0.9371,0.2212,,
São Leopoldo_RS,All,239203.0,0.08428,0.2222,0.09751,0.00196,0.01974,1.14,0.01614,0.00033,1293.217,0.8643,0.2479,2.401,2.401
São Lourenço da Mata_PE,All,114362.0,0.02033,0.2222,0.09091,0.02126,0.00679,1.649,0.05813,0.00076,2309.934,0.2236,0.1613,8.156,8.156
São Luís_MA,All,1.112903e6,0.05848,0.2222,0.09091,0.00911,0.01637,0.7171,0.0304,0.00035,21976.814,0.6433,0.2805,7.966,7.966
São Mateus do Maranhão_MA,All,41944.0,0.001,0.2222,0.09091,0.00534,0.0363,0.2677,0.02308,0.00024,172.544,0.011,0.3993,2.802,2.802
São Mateus_ES,All,131917.0,0.07533,0.2222,0.1045,0.00194,0.00624,0.7324,0.00864,0.00035,1193.905,0.7206,0.0843,2.7,2.7
São Miguel dos Campos_AL,All,61864.0,0.03609,0.2222,0.1032,0.00259,0.024,0.2431,0.01459,0.00018,817.204,0.3495,0.2377,1.571,1.571
São Paulo de Olivença_AM,All,39692.0,0.04707,0.2222,0.09091,0.002,0.0064,,0.0442,0.0001,,0.5178,0.2614,7.272,7.272
São Paulo_SP,All,1.2374543e7,0.05535,0.2222,0.09091,0.01274,0.00262,0.6373,0.01564,0.00049,213093.68,0.6088,0.1086,3.044,3.044
São Pedro da Aldeia_RJ,All,105521.0,0.09289,0.2222,0.116,0.00312,0.0086,0.2804,0.01819,0.00041,212.901,0.8009,0.1459,2.78,2.78
São Raimundo Nonato_PI,All,35057.0,0.001,0.2222,0.09091,0.00115,0.01578,1.398,0.0473,8.0e-5,1698.453,0.011,0.1737,8.571,8.571
São Sebastião do Uatumã_AM,All,14160.0,0.02765,0.2222,0.09802,,0.0036,0.2239,0.00813,,747.279,0.2821,0.04354,,
São Sebastião_AL,All,34494.0,0.09779,0.2222,0.103,,0.08123,1.292,0.02655,,2241.151,0.9493,0.8257,,
São Sebastião_SP,All,89870.0,0.03933,0.2222,0.09091,0.00171,0.02026,2.22,0.03702,0.0001,1198.972,0.4327,0.2841,8.035,8.035
São Vicente_SP,All,369456.0,0.0348,0.2222,0.09091,0.01348,0.01437,0.2605,0.01387,0.00057,1964.051,0.3827,0.1686,2.454,2.454
Tabatinga_AM,All,66502.0,0.02231,0.2222,0.09091,0.00419,0.00876,1.403,0.04526,0.00014,22227.931,0.2455,0.1556,4.348,4.348
Taboão da Serra_SP,All,292561.0,0.06723,0.2222,0.09233,0.01394,0.01128,0.4073,0.0057,0.00045,2158.044,0.7282,0.1302,1.946,1.946
Tapauá_AM,All,17328.0,0.09496,0.2222,0.09091,,0.03277,0.645,0.02555,,4815.044,1.045,0.4649,,
Taquari_RS,All,27131.0,,,,0.00144,,,,0.00049,,,,,
Tefé_AM,All,60447.0,0.1393,0.2222,0.09091,0.002,0.01596,,0.02759,8.0e-5,,1.533,0.4972,3.861,3.861
Teotônio Vilela_AL,All,44611.0,0.1198,0.2222,0.1435,0.00112,0.0695,0.2154,0.03407,0.00038,537.314,0.8347,0.5232,1.764,1.764
Teresina_PI,All,873493.0,0.1082,0.2222,0.121,0.00165,0.00551,0.871,0.00792,5.0e-5,57356.748,0.8937,0.0741,2.272,2.272
Teresópolis_RJ,All,184420.0,0.121,0.2222,0.1169,0.0077,0.00414,0.2609,0.01183,0.00086,906.024,1.035,0.1106,2.188,2.188
Teófilo Otoni_MG,All,141998.0,0.09052,0.2222,0.1309,0.00239,0.00941,0.6471,0.0333,0.00018,3926.51,0.6915,0.19,1.455,1.455
Timon_MA,All,170798.0,0.131,0.2222,0.1592,0.00219,0.00446,0.5103,0.02676,0.00019,2359.505,0.8228,0.1411,1.726,1.726
Tonantins_AM,All,18943.0,0.1162,0.2222,0.09091,0.003,0.0297,0.3582,0.01115,0.00012,2650.188,1.278,0.3624,2.947,2.947
Trizidela do Vale_MA,All,22218.0,0.001,0.2222,0.09091,0.00137,0.0305,0.6129,0.05256,3.0e-5,635.089,0.011,0.3356,4.509,4.509
Três Corações_MG,All,80277.0,0.04485,0.2222,0.09091,0.00332,0.02228,0.5313,0.02313,0.00029,324.533,0.4933,0.2753,4.344,4.344
Três Rios_RJ,All,82622.0,0.001,0.2222,0.09091,,0.05657,0.2416,0.1011,,1382.687,0.011,0.6224,,
Tubarão_SC,All,106743.0,0.09803,0.2222,0.104,,0.00587,0.743,0.02282,,3071.803,0.9425,0.2144,,
Tutóia_MA,All,59449.0,0.04887,0.2222,0.093,0.00391,0.00582,0.3217,0.02639,0.00053,864.253,0.5255,0.1617,1.886,1.886
Uarini_AM,All,13675.0,0.1397,0.2222,0.1361,,0.05536,0.1835,0.0435,,889.253,1.026,0.5223,,
Uberaba_MG,All,337121.0,0.1181,0.2222,0.1311,0.00263,0.00161,0.4296,0.01627,0.00021,957.037,0.9005,0.1124,2.195,2.195
Uberlândia_MG,All,698218.0,0.1277,0.2222,0.1391,0.00182,0.1135,0.9492,0.1078,0.00025,14960.95,0.9177,1.082,1.484,1.484
União_PI,All,44930.0,0.09241,0.2222,0.1138,,0.00154,0.4757,0.00639,,1387.214,0.812,0.04757,,
Urbano Santos_MA,All,33453.0,0.1234,0.2222,0.09839,,0.03138,0.448,0.06759,,3161.335,1.254,0.9187,,
Urucará_AM,All,16419.0,0.001,0.2222,0.09091,0.00107,0.01523,0.4604,0.05474,0.00011,1959.263,0.011,0.1677,5.687,5.687
Urucurituba_AM,All,23296.0,0.06609,0.2222,0.1001,,0.03357,0.1575,0.01478,,690.912,0.6602,0.3492,,
Uruçuí_PI,All,21774.0,0.06369,0.2222,0.09485,0.00118,0.01855,0.3068,0.014,0.00011,745.642,0.6714,0.2192,2.11,2.11
Varginha_MG,All,136914.0,0.08852,0.2222,0.1017,0.00385,0.00843,0.3783,0.00646,0.00038,232.352,0.8706,0.09971,2.326,2.326
Venâncio Aires_RS,All,72270.0,0.02284,0.2222,0.09091,0.00586,0.00556,0.5908,0.0528,0.00029,486.545,0.2512,0.1582,9.741,9.741
Viana_ES,All,79021.0,0.1126,0.2222,0.1264,0.0059,0.00589,0.2014,0.00843,0.00017,297.008,0.891,0.07554,2.764,2.764
Viana_MA,All,52965.0,0.001,0.2222,0.09091,0.00273,0.01344,0.4698,0.06721,0.00054,369.468,0.011,0.1481,8.08,8.08
Vila Velha_ES,All,498776.0,0.1115,0.2222,0.1265,0.00499,0.00401,0.3087,0.0072,0.00033,6258.32,0.8815,0.05937,2.377,2.377
Vitória de Santo Antão_PE,All,140145.0,0.04251,0.2222,0.09091,0.02042,0.00266,0.2876,0.04189,0.00113,685.279,0.4676,0.2174,7.416,7.416
Vitória do Jari_AP,All,16090.0,0.2525,0.2222,0.1667,0.00601,0.05281,,0.112,0.00118,,1.515,1.066,0.8243,0.8243
Vitória_ES,All,365718.0,0.1234,0.2222,0.1318,0.0044,0.01076,0.2175,0.00958,0.00016,4797.894,0.9359,0.1063,2.247,2.247
Volta Redonda_RJ,All,275742.0,0.1097,0.2222,0.108,0.00598,0.01927,0.9138,0.02002,0.00057,3296.968,1.016,0.2593,2.384,2.384
Várzea Grande_MT,All,287821.0,0.0741,0.2222,0.1218,0.00866,0.00381,0.3196,0.00735,0.00098,852.048,0.6084,0.04826,2.099,2.099
Xanxerê_SC,All,51492.0,0.06011,0.1724,0.09887,,0.00508,1.436,0.00831,,6238.183,0.608,0.07248,,
Xaxim_SC,All,28993.0,0.07733,0.2222,0.1261,0.00143,0.01052,0.1726,0.01434,0.0001,932.31,0.6135,0.1088,1.706,1.706
Zé Doca_MA,All,52231.0,0.159,0.2222,0.1312,0.00155,0.02067,0.145,0.01802,0.00015,2047.601,1.211,0.2291,0.7783,0.7783
Água Branca_PI,All,17585.0,0.02978,0.2222,0.09091,0.00284,0.00357,0.2406,0.03799,0.00023,584.724,0.3276,0.1424,7.14,7.14
Água Preta_PE,All,37139.0,0.1002,0.2222,0.1227,0.00982,0.00269,0.342,0.00989,0.00077,939.607,0.8166,0.06939,1.584,1.584
Águas Belas_PE,All,43877.0,0.04475,0.2222,0.09091,0.00943,0.0261,0.6828,0.01645,0.00072,649.874,0.4922,0.3006,3.193,3.193
