Key,Group Name,M,β,γ,α,μ,σ(β),σ(γ),σ(α),σ(μ),σ(E),R0,σ(R0),Loss 7 Days,Loss 14 Days
campo_alegre_do_fidalgo__pi,All,5095.0,0.363,0.196,0.0909,0.0105,0.185,0.7,1.0,0.0016,0.0,3.99,43.96,0.77,0.77
campo_belo__mg,All,54569.0,0.0028,0.196,0.0909,0.0011,0.0094,0.7,1.0,0.0002,3859.88,0.0308,0.354,1.7,1.7
campo_bom__rs,All,67379.0,0.115,0.196,0.0909,0.0064,0.0086,0.7,1.0,0.0006,1443.55,1.27,13.93,0.576,0.576
campo_do_brito__se,All,18290.0,0.156,0.196,0.0909,0.0076,0.0407,0.7,1.0,0.0012,195.07,1.72,18.87,0.339,0.339
campo_do_tenente__pr,All,8051.0,0.496,0.196,0.0909,0.0081,0.0227,0.7,1.0,,0.0,5.45,59.97,0.536,0.536
campo_grande__al,All,9654.0,0.119,0.196,0.0909,0.0018,0.057,0.7,1.0,0.0002,387.55,1.31,14.43,0.533,0.533
campo_grande__ms,All,904942.0,0.15,0.196,0.0909,0.001,0.25,0.7,1.0,0.0002,15736.05,1.65,18.36,0.224,0.224
campo_grande_do_piauí__pi,All,6002.0,0.172,0.196,0.0909,0.001,0.0321,0.7,1.0,0.0004,187.27,1.89,20.79,2.11,2.11
campo_largo__pr,All,133322.0,0.162,0.196,0.0909,0.0031,0.0189,0.7,1.0,0.0002,2655.62,1.79,19.64,0.272,0.272
campo_largo_do_piauí__pi,All,7352.0,0.0399,0.196,0.0909,0.0027,0.0372,0.7,1.0,0.0004,1030.0,0.439,4.84,1.38,1.38
campo_limpo_paulista__sp,All,85496.0,0.112,0.196,0.0909,0.015,0.008,0.7,1.0,0.0005,1110.63,1.24,13.61,0.823,0.823
campo_magro__pr,All,29611.0,0.2,0.196,0.0909,0.0033,0.019,0.7,1.0,0.0008,215.88,2.2,24.21,0.183,0.183
campo_maior__pi,All,47301.0,0.257,0.196,0.0909,,0.0072,0.7,1.0,,20225.38,2.83,31.11,0.708,0.708
campo_mourão__pr,All,95808.0,0.149,0.196,0.0909,0.0041,0.0196,0.7,1.0,0.0005,970.17,1.64,18.05,0.241,0.241
campo_novo_de_rondônia__ro,All,14280.0,0.278,0.196,0.0909,0.0074,0.25,0.7,1.0,0.0008,0.0,3.06,33.74,1.44,1.44
campo_novo_do_parecis__mt,All,35714.0,0.0849,0.196,0.0909,0.0013,0.0082,0.7,1.0,0.0004,2132.82,0.934,10.28,0.571,0.571
campo_redondo__rn,All,11329.0,0.321,0.196,0.0909,0.0025,0.25,0.7,1.0,0.0001,0.0,3.53,38.93,0.854,0.854
campo_verde__mt,All,44481.0,0.0723,0.196,0.0909,0.0013,0.0157,0.7,1.0,0.0005,3251.25,0.796,8.76,0.748,0.748
campos_altos__mg,All,15616.0,0.0679,0.196,0.0909,0.0023,0.0065,0.7,1.0,0.0001,301.72,0.747,8.21,1.73,1.73
campos_belos__go,All,20086.0,0.125,0.196,0.0909,0.0043,0.052,0.7,1.0,0.0001,65.02,1.38,15.15,1.48,1.48
campos_de_júlio__mt,All,6960.0,0.115,0.196,0.0909,0.0023,0.0451,0.7,1.0,0.0002,884.34,1.27,13.93,0.428,0.428
campos_do_jordão__sp,All,52609.0,0.102,0.196,0.0909,,0.0148,0.7,1.0,,756.89,1.12,12.32,0.693,0.693
campos_dos_goytacazes__rj,All,512623.0,0.102,0.196,0.0909,0.0074,0.0065,0.7,1.0,0.0002,7496.08,1.13,12.4,1.01,1.01
campos_gerais__mg,All,29062.0,0.0013,0.196,0.0909,0.0015,0.0177,0.7,1.0,0.0,1287.49,0.0142,0.249,14.01,14.01
campos_novos__sc,All,36606.0,0.0721,0.196,0.0909,,0.0233,0.7,1.0,,3641.4,0.793,8.73,0.744,0.744
campos_sales__ce,All,27700.0,0.0918,0.196,0.0909,,0.0034,0.7,1.0,,1607.42,1.01,11.11,1.26,1.26
camutanga__pe,All,8637.0,0.0714,0.196,0.0909,0.0052,0.0316,0.7,1.0,0.0005,603.43,0.785,8.64,0.952,0.952
cana_verde__mg,All,5659.0,0.0034,0.196,0.0909,0.0019,0.029,0.7,1.0,0.0,769.9,0.037,0.517,4.82,4.82
canabrava_do_norte__mt,All,4790.0,0.109,0.196,0.0909,0.0049,0.111,0.7,1.0,0.0003,104.04,1.2,13.21,1.33,1.33
cananéia__sp,All,12665.0,0.126,0.196,0.0909,0.0086,0.0076,0.7,1.0,0.0004,150.86,1.39,15.25,1.16,1.16
canarana__mt,All,21795.0,0.0911,0.196,0.0909,0.003,0.0142,0.7,1.0,0.0005,624.24,1.0,11.03,0.75,0.75
canavieiras__ba,All,31410.0,0.191,0.196,0.0909,0.0096,0.0123,0.7,1.0,0.0009,20.81,2.1,23.09,0.66,0.66
canaã_dos_carajás__pa,All,37456.0,0.229,0.196,0.0909,0.0018,0.0071,0.7,1.0,0.0,4770.23,2.51,27.65,0.964,0.964
candeias__ba,All,87947.0,0.127,0.196,0.0909,0.004,0.023,0.7,1.0,0.0002,2848.09,1.39,15.32,0.378,0.378
candeias_do_jamari__ro,All,26960.0,0.256,0.196,0.0909,0.0031,0.25,0.7,1.0,0.0005,0.0,2.81,31.06,0.893,0.893
canela__rs,All,45448.0,0.166,0.196,0.0909,0.0042,0.0368,0.7,1.0,0.0003,65.02,1.83,20.08,0.449,0.449
canguaretama__rn,All,34619.0,0.279,0.196,0.0909,0.0129,0.25,0.7,1.0,0.0006,0.0,3.06,33.81,1.1,1.1
canguçu__rs,All,56605.0,0.113,0.196,0.0909,0.0077,0.046,0.7,1.0,0.0006,109.24,1.24,13.67,1.13,1.13
canhotinho__pe,All,25052.0,0.162,0.196,0.0909,0.0082,0.0319,0.7,1.0,0.0015,260.1,1.78,19.57,0.535,0.535
canindé__ce,All,77767.0,0.146,0.196,0.0909,0.0022,0.0191,0.7,1.0,0.0001,11746.12,1.6,17.62,0.968,0.968
canindé_de_são_francisco__se,All,30199.0,0.129,0.196,0.0909,0.0076,0.0197,0.7,1.0,0.0005,215.88,1.42,15.61,0.655,0.655
canoas__rs,All,350082.0,0.0919,0.196,0.0909,0.006,0.0127,0.7,1.0,0.0002,4195.41,1.01,11.12,0.612,0.612
canoinhas__sc,All,54945.0,0.124,0.196,0.0909,,0.0306,0.7,1.0,,1170.45,1.36,14.97,1.81,1.81
cansanção__ba,All,35182.0,0.198,0.196,0.0909,0.0049,0.0447,0.7,1.0,0.0006,174.27,2.18,23.97,0.421,0.421
cantagalo__pr,All,13450.0,0.101,0.196,0.0909,0.0062,0.0258,0.7,1.0,0.0004,130.05,1.11,12.26,0.387,0.387
cantagalo__rj,All,20374.0,0.09,0.196,0.0909,0.0053,0.038,0.7,1.0,0.0002,104.04,0.99,10.89,0.967,0.967
cantanhede__ma,All,22215.0,0.153,0.196,0.0909,,0.0333,0.7,1.0,,733.48,1.69,18.56,1.41,1.41
canto_do_buriti__pi,All,21399.0,0.423,0.196,0.0909,0.0011,0.0231,0.7,1.0,0.0003,374.54,4.65,51.14,0.17,0.17
cantá__rr,All,18518.0,0.237,0.196,0.0909,0.0023,0.0052,0.7,1.0,0.0001,0.0,2.61,28.66,2.02,2.02
canudos__ba,All,16835.0,0.159,0.196,0.0909,0.0106,0.0161,0.7,1.0,0.0027,20.81,1.75,19.26,1.05,1.05
capanema__pa,All,69717.0,0.0859,0.196,0.0909,0.0101,0.0136,0.7,1.0,0.0002,2915.72,0.945,10.4,0.804,0.804
caparaó__mg,All,5492.0,0.0373,0.196,0.0909,0.0116,0.0462,0.7,1.0,0.0018,254.9,0.41,4.54,0.457,0.457
capela__al,All,17224.0,0.112,0.196,0.0909,0.0011,0.0463,0.7,1.0,0.0002,1316.11,1.24,13.61,1.05,1.05
capela__se,All,34555.0,0.0695,0.196,0.0909,0.0045,0.0028,0.7,1.0,0.0003,2223.85,0.765,8.41,0.895,0.895
capim__pb,All,6588.0,0.154,0.196,0.0909,0.005,0.25,0.7,1.0,0.0012,195.07,1.69,18.79,1.4,1.4
capim_grosso__ba,All,30969.0,0.0935,0.196,0.0909,0.0041,0.0165,0.7,1.0,0.0006,1014.39,1.03,11.32,0.712,0.712
capistrano__ce,All,17915.0,0.22,0.196,0.0909,0.0015,0.0349,0.7,1.0,0.0001,1558.0,2.42,26.66,2.39,2.39
capitão_enéas__mg,All,15386.0,0.14,0.196,0.0909,0.0115,0.028,0.7,1.0,0.0008,44.22,1.54,16.98,1.95,1.95
capitão_poço__pa,All,54846.0,0.0782,0.196,0.0909,0.0075,0.0093,0.7,1.0,0.0003,2244.66,0.86,9.46,1.14,1.14
capivari__sp,All,56326.0,0.0549,0.196,0.0909,,0.0103,0.7,1.0,,2395.52,0.604,6.64,1.1,1.1
capixaba__ac,All,11850.0,0.104,0.196,0.0909,0.0053,0.25,0.7,1.0,0.0003,603.43,1.14,12.87,1.0,1.0
capoeiras__pe,All,20248.0,0.0895,0.196,0.0909,0.0104,0.0706,0.7,1.0,0.0018,301.72,0.985,10.86,0.808,0.808
capão_bonito__sp,All,47609.0,0.0291,0.196,0.0909,0.0114,0.0827,0.7,1.0,0.0017,1160.05,0.32,3.64,1.44,1.44
capão_da_canoa__rs,All,53579.0,0.126,0.196,0.0909,0.0055,0.0148,0.7,1.0,0.0008,392.75,1.39,15.26,0.531,0.531
caracaraí__rr,All,22145.0,0.252,0.196,0.0909,0.0025,0.0065,0.7,1.0,0.0002,0.0,2.78,30.55,0.951,0.951
caraguatatuba__sp,All,122747.0,0.133,0.196,0.0909,0.009,0.0131,0.7,1.0,0.0004,1388.93,1.46,16.05,0.542,0.542
carambeí__pr,All,23649.0,0.0648,0.196,0.0909,0.0068,0.0095,0.7,1.0,0.0006,561.82,0.713,7.85,0.884,0.884
carandaí__mg,All,25756.0,0.0987,0.196,0.0909,0.0061,0.0387,0.7,1.0,0.0004,257.5,1.09,11.95,0.89,0.89
carangola__mg,All,33330.0,0.143,0.196,0.0909,0.0015,0.0211,0.7,1.0,0.0001,473.38,1.57,17.32,1.31,1.31
carapebus__rj,All,16464.0,0.0497,0.196,0.0909,0.0032,0.0322,0.7,1.0,0.0003,1297.9,0.547,6.03,1.13,1.13
carapicuíba__sp,All,404936.0,0.105,0.196,0.0909,0.0081,0.0033,0.7,1.0,0.0001,10697.91,1.15,12.67,1.08,1.08
caratinga__mg,All,92983.0,0.0766,0.196,0.0909,0.0018,0.0082,0.7,1.0,0.0001,5105.76,0.843,9.27,0.754,0.754
carauari__am,All,28577.0,0.179,0.196,0.0909,,0.013,0.7,1.0,,2421.53,1.97,21.71,1.52,1.52
carazinho__rs,All,62731.0,0.107,0.196,0.0909,0.0042,0.0087,0.7,1.0,0.0008,611.23,1.18,12.99,0.365,0.365
caraá__rs,All,8353.0,0.175,0.196,0.0909,0.0041,0.0971,0.7,1.0,0.0002,153.46,1.93,21.25,0.52,0.52
caraí__mg,All,23922.0,0.284,0.196,0.0909,0.0065,0.0589,0.7,1.0,0.0017,41.62,3.12,34.35,0.431,0.431
caraúbas__rn,All,20698.0,0.205,0.196,0.0909,,0.25,0.7,1.0,,0.0,2.25,24.92,2.12,2.12
cardoso__sp,All,12449.0,0.0544,0.196,0.0909,0.0058,0.0045,0.7,1.0,0.0012,228.89,0.598,6.58,0.922,0.922
careiro__am,All,38248.0,0.269,0.196,0.0909,,0.0095,0.7,1.0,,1412.34,2.96,32.57,1.28,1.28
careiro_da_várzea__am,All,30527.0,0.132,0.196,0.0909,0.0026,0.0217,0.7,1.0,0.0002,655.45,1.45,15.91,0.488,0.488
cariacica__es,All,385098.0,0.236,0.196,0.0909,0.0046,0.25,0.7,1.0,0.0003,0.0,2.6,28.72,1.51,1.51
caridade__ce,All,22772.0,0.178,0.196,0.0909,0.0032,0.0352,0.7,1.0,0.0001,1355.12,1.95,21.49,0.758,0.758
carira__se,All,22303.0,0.214,0.196,0.0909,0.0086,0.038,0.7,1.0,0.0019,541.01,2.36,25.92,0.389,0.389
cariri_do_tocantins__to,All,4426.0,0.139,0.196,0.0909,0.0026,0.0316,0.7,1.0,0.0001,85.83,1.52,16.77,2.03,2.03
caririaçu__ce,All,27235.0,0.0973,0.196,0.0909,0.0013,0.0181,0.7,1.0,0.0001,2059.99,1.07,11.77,0.764,0.764
cariré__ce,All,18632.0,0.127,0.196,0.0909,0.0016,0.0409,0.7,1.0,0.0002,5371.06,1.4,15.4,1.1,1.1
cariús__ce,All,18886.0,0.0619,0.196,0.0909,,0.0113,0.7,1.0,,2109.41,0.681,7.5,1.35,1.35
carlos_barbosa__rs,All,30131.0,0.119,0.196,0.0909,0.0038,0.0111,0.7,1.0,0.0002,478.58,1.31,14.36,1.1,1.1
carlos_chagas__mg,All,19025.0,0.0278,0.196,0.0909,0.0013,0.0206,0.7,1.0,0.0003,1544.99,0.306,3.38,1.08,1.08
carmo__rj,All,19084.0,0.154,0.196,0.0909,0.0037,0.0137,0.7,1.0,0.0002,75.43,1.7,18.66,2.65,2.65
carmo_do_cajuru__mg,All,22703.0,0.102,0.196,0.0909,0.003,0.0077,0.7,1.0,0.0001,343.33,1.12,12.29,0.634,0.634
carmo_do_paranaíba__mg,All,30632.0,0.0818,0.196,0.0909,0.0015,0.0022,0.7,1.0,0.0004,775.1,0.899,9.89,0.977,0.977
carmo_do_rio_claro__mg,All,21437.0,0.161,0.196,0.0909,0.0037,0.0301,0.7,1.0,0.0004,41.62,1.77,19.49,0.772,0.772
carmópolis__se,All,16800.0,0.124,0.196,0.0909,0.007,0.0085,0.7,1.0,0.0006,496.79,1.37,15.04,0.458,0.458
carmópolis_de_minas__mg,All,19549.0,0.001,0.196,0.0909,0.002,0.0145,0.7,1.0,0.0003,2705.04,0.0112,0.201,9.55,9.55
carnaubais__rn,All,10867.0,0.3,0.196,0.0909,0.0052,0.25,0.7,1.0,0.0008,0.0,3.3,36.38,1.0,1.0
carnaubal__ce,All,17782.0,0.116,0.196,0.0909,0.0012,0.0328,0.7,1.0,0.0001,1758.28,1.27,13.99,0.697,0.697
carnaíba__pe,All,19747.0,0.107,0.196,0.0909,0.0168,0.022,0.7,1.0,0.0006,130.05,1.17,12.92,1.19,1.19
carnaúba_dos_dantas__rn,All,8262.0,0.435,0.196,0.0909,0.0134,0.25,0.7,1.0,0.001,0.0,4.79,52.75,0.979,0.979
caroebe__rr,All,10271.0,0.288,0.196,0.0909,,0.007,0.7,1.0,,0.0,3.16,34.81,1.91,1.91
carpina__pe,All,84477.0,0.105,0.196,0.0909,0.0234,0.0096,0.7,1.0,0.0005,671.06,1.15,12.68,1.64,1.64
caruaru__pe,All,364729.0,0.124,0.196,0.0909,0.0105,0.0127,0.7,1.0,0.0004,8268.58,1.36,14.99,0.323,0.323
carutapera__ma,All,24045.0,0.135,0.196,0.0909,0.0096,0.008,0.7,1.0,0.0003,174.27,1.49,16.39,1.7,1.7
casa_branca__sp,All,30684.0,0.117,0.196,0.0909,0.0046,0.0091,0.7,1.0,0.0007,202.88,1.29,14.14,0.391,0.391
casa_nova__ba,All,72689.0,0.143,0.196,0.0909,0.0038,0.0335,0.7,1.0,0.0007,541.01,1.57,17.25,0.419,0.419
casca__rs,All,9121.0,0.064,0.196,0.0909,0.0069,0.0166,0.7,1.0,0.0,130.05,0.704,7.74,1.18,1.18
cascalho_rico__mg,All,3106.0,0.0025,0.196,0.0909,0.0097,0.102,0.7,1.0,0.0,215.88,0.0275,1.17,1.1,1.1
cascavel__ce,All,72460.0,0.17,0.196,0.0909,0.0048,0.0119,0.7,1.0,0.0001,3612.79,1.87,20.61,1.95,1.95
cascavel__pr,All,331739.0,0.0881,0.196,0.0909,0.0027,0.0171,0.7,1.0,0.0001,18350.05,0.969,10.66,0.6,0.6
casimiro_de_abreu__rj,All,44626.0,0.118,0.196,0.0909,0.0036,0.022,0.7,1.0,0.0002,1274.49,1.29,14.25,1.18,1.18
casinhas__pe,All,14484.0,0.03,0.196,0.0909,0.0155,0.0515,0.7,1.0,0.0027,150.86,0.331,3.68,2.36,2.36
casserengue__pb,All,7543.0,0.168,0.196,0.0909,0.0012,0.25,0.7,1.0,0.0001,301.72,1.85,20.55,0.471,0.471
cassilândia__ms,All,22158.0,0.0487,0.196,0.0909,0.0069,0.25,0.7,1.0,0.0004,195.07,0.535,6.5,0.88,0.88
castanhal__pa,All,202801.0,0.126,0.196,0.0909,0.0162,0.0032,0.7,1.0,0.0004,1833.7,1.39,15.25,1.69,1.69
castelo__es,All,37909.0,0.254,0.196,0.0909,0.0026,0.25,0.7,1.0,0.0003,0.0,2.79,30.81,1.42,1.42
castelo_do_piauí__pi,All,19913.0,0.124,0.196,0.0909,0.0048,0.0559,0.7,1.0,0.0003,187.27,1.36,15.01,1.65,1.65
castilho__sp,All,21216.0,0.151,0.196,0.0909,0.0063,0.0237,0.7,1.0,0.0005,75.43,1.66,18.27,0.479,0.479
castro_alves__ba,All,26527.0,0.168,0.196,0.0909,0.002,0.0104,0.7,1.0,0.0002,171.67,1.85,20.31,0.443,0.443
cataguases__mg,All,75874.0,0.096,0.196,0.0909,0.0033,0.0118,0.7,1.0,0.0008,1074.21,1.06,11.62,0.654,0.654
catalão__go,All,109911.0,0.0783,0.196,0.0909,0.0035,0.0069,0.7,1.0,0.0004,1381.13,0.861,9.47,1.08,1.08
catanduva__sp,All,123081.0,0.107,0.196,0.0909,0.0072,0.0182,0.7,1.0,0.0003,2801.28,1.17,12.91,0.295,0.295
catarina__ce,All,20905.0,0.0678,0.196,0.0909,0.0018,0.0067,0.7,1.0,0.0005,801.11,0.745,8.2,0.937,0.937
catende__pe,All,43321.0,0.113,0.196,0.0909,0.0092,0.0167,0.7,1.0,0.0003,1576.21,1.24,13.62,0.369,0.369
catiguá__sp,All,7882.0,0.0754,0.196,0.0909,0.0042,0.0312,0.7,1.0,0.0005,226.29,0.829,9.13,1.04,1.04
catolé_do_rocha__pb,All,30851.0,0.0873,0.196,0.0909,0.0062,0.25,0.7,1.0,0.0003,840.12,0.96,10.91,0.453,0.453
catu__ba,All,55251.0,0.0888,0.196,0.0909,0.0011,0.0055,0.7,1.0,0.0001,2288.88,0.977,10.74,0.644,0.644
catunda__ce,All,10445.0,0.0926,0.196,0.0909,0.0012,0.0093,0.7,1.0,0.0001,1253.68,1.02,11.2,1.48,1.48
caucaia__ce,All,365014.0,0.159,0.196,0.0909,0.005,0.0087,0.7,1.0,0.0002,13954.36,1.75,19.26,2.34,2.34
caxambu__mg,All,21873.0,0.0989,0.196,0.0909,0.0049,0.0528,0.7,1.0,0.0015,85.83,1.09,11.99,1.34,1.34
caxambu_do_sul__sc,All,3678.0,0.0603,0.196,0.0909,0.0015,0.0226,0.7,1.0,0.0,520.2,0.663,7.3,0.709,0.709
caxias__ma,All,166529.0,0.236,0.196,0.0909,0.002,0.0557,0.7,1.0,0.0002,3368.29,2.6,28.59,0.637,0.637
caxias_do_sul__rs,All,516015.0,0.071,0.196,0.0909,0.0027,0.0072,0.7,1.0,0.0001,8367.42,0.781,8.59,0.935,0.935
caçador__sc,All,79381.0,0.129,0.196,0.0909,0.0025,0.0179,0.7,1.0,0.0002,650.25,1.41,15.56,0.616,0.616
caçapava__sp,All,95206.0,0.134,0.196,0.0909,0.005,0.0241,0.7,1.0,0.0005,881.74,1.48,16.25,0.387,0.387
caçapava_do_sul__rs,All,33960.0,0.112,0.196,0.0909,0.0019,0.0171,0.7,1.0,0.0003,808.91,1.23,13.52,0.371,0.371
caçu__go,All,16169.0,0.241,0.196,0.0909,0.0041,0.0083,0.7,1.0,0.0002,174.27,2.65,29.16,0.614,0.614
ceará-mirim__rn,All,74232.0,0.235,0.196,0.0909,0.008,0.25,0.7,1.0,0.0002,0.0,2.59,28.6,1.5,1.5
cedral__sp,All,9329.0,0.0773,0.196,0.0909,0.0051,0.0249,0.7,1.0,0.0005,176.87,0.85,9.35,0.948,0.948
cedro__ce,All,25813.0,0.0919,0.196,0.0909,0.0047,0.0189,0.7,1.0,0.0005,803.71,1.01,11.13,0.796,0.796
cedro__pe,All,11925.0,0.0196,0.196,0.0909,0.0038,0.14,0.7,1.0,0.0005,387.55,0.215,2.82,1.91,1.91
cedro_de_são_joão__se,All,5956.0,0.154,0.196,0.0909,0.0016,0.0079,0.7,1.0,0.0,325.12,1.69,18.63,0.449,0.449
central_do_maranhão__ma,All,8760.0,0.069,0.196,0.0909,0.0098,0.047,0.7,1.0,0.0001,88.43,0.759,8.36,0.959,0.959
centralina__mg,All,10454.0,0.118,0.196,0.0909,0.0027,0.0012,0.7,1.0,0.0,41.62,1.3,14.29,1.05,1.05
centro_do_guilherme__ma,All,13593.0,0.128,0.196,0.0909,0.0031,0.0234,0.7,1.0,0.0,41.62,1.41,15.55,1.69,1.69
centro_novo_do_maranhão__ma,All,21838.0,0.108,0.196,0.0909,0.0027,0.0186,0.7,1.0,0.0001,884.34,1.19,13.1,1.13,1.13
cerejeiras__ro,All,16486.0,0.216,0.196,0.0909,0.0102,0.25,0.7,1.0,0.0015,0.0,2.38,26.33,2.21,2.21
ceres__go,All,22413.0,0.144,0.196,0.0909,0.0014,0.0123,0.7,1.0,0.0002,496.79,1.58,17.42,0.337,0.337
cerqueira_césar__sp,All,20185.0,0.062,0.196,0.0909,0.0058,0.123,0.7,1.0,0.0001,176.87,0.682,7.62,0.436,0.436
cerquilho__sp,All,49438.0,0.0659,0.196,0.0909,0.0135,0.0307,0.7,1.0,0.0011,481.18,0.724,7.98,0.968,0.968
cerro_azul__pr,All,17957.0,0.186,0.196,0.0909,0.0161,0.0224,0.7,1.0,0.0049,150.86,2.05,22.52,0.284,0.284
cerro_corá__rn,All,11291.0,0.498,0.196,0.0909,0.0097,0.25,0.7,1.0,,0.0,5.47,60.27,1.26,1.26
cesário_lange__sp,All,18329.0,0.021,0.196,0.0909,0.0111,0.0321,0.7,1.0,0.0009,202.88,0.231,2.57,3.89,3.89
cezarina__go,All,8692.0,0.0029,0.196,0.0909,0.0158,0.037,0.7,1.0,0.0022,174.27,0.0317,0.536,1.69,1.69
chapada_dos_guimarães__mt,All,19950.0,0.211,0.196,0.0909,0.0058,0.0114,0.7,1.0,0.0013,364.14,2.32,25.56,0.256,0.256
chapadinha__ma,All,80472.0,0.148,0.196,0.0909,0.0022,0.0147,0.7,1.0,0.0,3433.32,1.63,17.92,2.11,2.11
chapecó__sc,All,222571.0,0.001,0.196,0.0909,,0.0101,0.7,1.0,,78550.2,0.0111,0.165,8.33,8.33
charqueada__sp,All,17362.0,0.136,0.196,0.0909,0.0038,0.0458,0.7,1.0,0.0003,226.29,1.5,16.52,1.28,1.28
charqueadas__rs,All,41197.0,0.406,0.196,0.0909,,0.0304,0.7,1.0,,174.27,4.46,49.1,0.585,0.585
chaval__ce,All,13200.0,0.24,0.196,0.0909,0.0011,0.0349,0.7,1.0,0.0001,6174.77,2.64,29.0,0.711,0.711
chaves__pa,All,23954.0,0.136,0.196,0.0909,0.0011,0.0012,0.7,1.0,0.0,0.0,1.49,16.43,1.35,1.35
chopinzinho__pr,All,19447.0,0.0532,0.196,0.0909,0.0097,0.0263,0.7,1.0,0.0002,85.83,0.586,6.45,1.22,1.22
chorozinho__ce,All,20467.0,0.157,0.196,0.0909,0.0022,0.0113,0.7,1.0,0.0001,3363.09,1.73,19.04,0.804,0.804
choró__ce,All,13656.0,0.112,0.196,0.0909,0.0013,0.0334,0.7,1.0,0.0001,1955.95,1.23,13.53,1.19,1.19
chã_de_alegria__pe,All,13653.0,0.121,0.196,0.0909,0.0061,0.0058,0.7,1.0,0.0003,345.93,1.33,14.62,1.83,1.83
chã_grande__pe,All,21915.0,0.105,0.196,0.0909,0.0096,0.0092,0.7,1.0,0.0006,496.79,1.16,12.76,1.5,1.5
cianorte__pr,All,83446.0,0.0737,0.196,0.0909,0.0015,0.0251,0.7,1.0,0.0002,3368.29,0.81,8.92,0.894,0.894
cidade_gaúcha__pr,All,12779.0,0.476,0.196,0.0909,0.0045,0.13,0.7,1.0,0.0027,65.02,5.23,57.56,0.277,0.277
cidade_ocidental__go,All,72090.0,0.0786,0.196,0.0909,0.0028,0.0978,0.7,1.0,0.0003,2998.95,0.865,9.57,0.842,0.842
cidreira__rs,All,16417.0,0.137,0.196,0.0909,0.0078,0.019,0.7,1.0,0.0009,85.83,1.51,16.58,0.547,0.547
clevelândia__pr,All,16725.0,0.121,0.196,0.0909,0.0091,0.054,0.7,1.0,0.0004,473.38,1.34,14.7,0.628,0.628
cláudia__mt,All,12270.0,0.14,0.196,0.0909,0.0016,0.0328,0.7,1.0,0.0003,806.31,1.54,16.95,0.346,0.346
coaraci__ba,All,17163.0,0.0914,0.196,0.0909,0.0058,0.0089,0.7,1.0,0.0004,431.77,1.01,11.06,0.647,0.647
coari__am,All,85948.0,0.5,0.196,0.0909,0.0012,4.66,0.7,1.0,0.0002,20537.5,5.5,79.28,2.53,2.53
cocal__pi,All,28065.0,0.217,0.196,0.0909,,0.0302,0.7,1.0,,4400.89,2.39,26.32,0.332,0.332
cocal_do_sul__sc,All,16851.0,0.156,0.196,0.0909,0.0031,0.0167,0.7,1.0,0.0004,195.07,1.71,18.84,0.536,0.536
cocalzinho_de_goiás__go,All,20442.0,0.317,0.196,0.0909,0.0079,0.0047,0.7,1.0,0.0048,23.41,3.49,38.39,0.476,0.476
codajás__am,All,28923.0,0.0955,0.196,0.0909,0.0013,0.0106,0.7,1.0,0.0,1160.05,1.05,11.55,0.839,0.839
codó__ma,All,124088.0,0.151,0.196,0.0909,0.0012,0.0028,0.7,1.0,0.0,106.64,1.66,18.3,1.62,1.62
coelho_neto__ma,All,49929.0,0.147,0.196,0.0909,0.003,0.0135,0.7,1.0,0.0002,2460.55,1.62,17.78,1.36,1.36
colares__pa,All,12206.0,0.132,0.196,0.0909,0.0171,0.0013,0.7,1.0,0.0006,20.81,1.45,15.99,1.52,1.52
colatina__es,All,123724.0,0.285,0.196,0.0909,0.0023,0.25,0.7,1.0,0.0001,0.0,3.13,34.58,0.761,0.761
colina__sp,All,18653.0,0.0605,0.196,0.0909,0.0147,0.0085,0.7,1.0,0.0013,504.59,0.666,7.32,1.17,1.17
colinas__ma,All,41590.0,0.0881,0.196,0.0909,0.003,0.0062,0.7,1.0,0.0002,2978.14,0.969,10.66,0.924,0.924
colinas_do_tocantins__to,All,35778.0,0.129,0.196,0.0909,0.0019,0.0157,0.7,1.0,0.0002,689.26,1.42,15.62,0.612,0.612
colombo__pr,All,246163.0,0.162,0.196,0.0909,0.0071,0.0115,0.7,1.0,0.0009,2114.61,1.78,19.63,0.328,0.328
colorado__pr,All,24252.0,0.191,0.196,0.0909,0.0026,0.0149,0.7,1.0,0.0004,215.88,2.1,23.07,0.363,0.363
colíder__mt,All,33772.0,0.172,0.196,0.0909,0.0014,0.0304,0.7,1.0,0.0003,1768.68,1.89,20.85,0.288,0.288
colômbia__sp,All,6272.0,0.192,0.196,0.0909,0.0084,0.0161,0.7,1.0,0.0006,75.43,2.11,23.21,0.366,0.366
colônia_do_gurguéia__pi,All,6549.0,0.185,0.196,0.0909,0.0141,0.124,0.7,1.0,0.0009,0.0,2.03,22.41,2.42,2.42
colônia_do_piauí__pi,All,7733.0,0.164,0.196,0.0909,0.0025,0.123,0.7,1.0,0.0006,93.64,1.81,19.92,0.711,0.711
colônia_leopoldina__al,All,21915.0,0.0895,0.196,0.0909,0.0042,0.0055,0.7,1.0,0.0007,733.48,0.985,10.83,0.835,0.835
comendador_levy_gasparian__rj,All,8647.0,0.103,0.196,0.0909,0.0021,0.0145,0.7,1.0,,280.91,1.14,12.49,0.743,0.743
comodoro__mt,All,20971.0,0.177,0.196,0.0909,0.0023,0.0443,0.7,1.0,0.0004,390.15,1.95,21.43,0.362,0.362
