Key,Group Name,M,β,γ,α,μ,σ(β),σ(γ),σ(α),σ(μ),σ(E),R0,σ(R0),Loss 7 Days,Loss 14 Days
sítio_novo__ma,All,18262.0,0.0134,0.196,0.0909,0.0022,0.0195,0.7,1.0,0.0001,1641.23,0.148,1.64,1.8,1.8
sítio_novo_do_tocantins__to,All,9119.0,0.167,0.196,0.0909,0.0047,0.0401,0.7,1.0,0.0001,65.02,1.84,20.27,2.72,2.72
tabaporã__mt,All,9584.0,0.0509,0.196,0.0909,0.0035,0.0309,0.7,1.0,0.0009,442.17,0.56,6.17,1.03,1.03
tabapuã__sp,All,12531.0,0.118,0.196,0.0909,0.0075,0.0205,0.7,1.0,0.0005,632.04,1.3,14.3,0.873,0.873
tabatinga__am,All,66502.0,0.197,0.196,0.0909,0.0034,0.0116,0.7,1.0,0.0001,6962.88,2.17,23.83,0.984,0.984
tabatinga__sp,All,16661.0,0.131,0.196,0.0909,0.0031,0.0305,0.7,1.0,0.0001,75.43,1.45,15.9,1.75,1.75
tabira__pe,All,28819.0,0.186,0.196,0.0909,0.0043,0.0403,0.7,1.0,0.0006,192.47,2.04,22.49,0.522,0.522
taboão_da_serra__sp,All,292561.0,0.108,0.196,0.0909,0.0079,0.0084,0.7,1.0,0.0003,9587.29,1.19,13.12,0.691,0.691
tabuleiro_do_norte__ce,All,31004.0,0.182,0.196,0.0909,0.0015,0.0465,0.7,1.0,0.0001,1708.86,2.0,22.04,1.88,1.88
tacaimbó__pe,All,13003.0,0.134,0.196,0.0909,0.0025,0.0143,0.7,1.0,0.0001,44.22,1.48,16.23,1.84,1.84
tacaratu__pe,All,26023.0,0.328,0.196,0.0909,0.0069,0.0378,0.7,1.0,0.0022,236.69,3.61,39.75,0.302,0.302
tacima__pb,All,11020.0,0.141,0.196,0.0909,0.0022,0.25,0.7,1.0,0.0002,192.47,1.55,17.3,0.462,0.462
taguaí__sp,All,13998.0,0.0725,0.196,0.0909,0.0089,0.0253,0.7,1.0,0.0002,75.43,0.798,8.78,0.854,0.854
tailândia__pa,All,107402.0,0.0949,0.196,0.0909,0.0034,0.0206,0.7,1.0,0.0002,3604.99,1.04,11.48,1.19,1.19
taiobeiras__mg,All,34473.0,0.0374,0.196,0.0909,0.0024,0.0622,0.7,1.0,0.0001,1201.66,0.412,4.58,0.692,0.692
taipu__rn,All,12402.0,0.429,0.196,0.0909,0.0027,0.25,0.7,1.0,0.0001,0.0,4.72,51.97,1.17,1.17
taió__sc,All,18579.0,0.131,0.196,0.0909,,0.0434,0.7,1.0,,1950.75,1.44,15.81,0.433,0.433
tamandaré__pe,All,23622.0,0.0977,0.196,0.0909,0.007,0.025,0.7,1.0,0.0004,840.12,1.07,11.82,0.743,0.743
tamboara__pr,All,5171.0,0.141,0.196,0.0909,0.005,0.0006,0.7,1.0,0.0002,0.0,1.55,17.06,1.91,1.91
tamboril__ce,All,26514.0,0.122,0.196,0.0909,0.0016,0.0333,0.7,1.0,0.0002,853.13,1.34,14.73,0.898,0.898
tanabi__sp,All,26227.0,0.123,0.196,0.0909,0.0029,0.0298,0.7,1.0,0.0006,884.34,1.35,14.91,0.511,0.511
tangará__rn,All,15884.0,0.216,0.196,0.0909,0.0088,0.25,0.7,1.0,0.0014,0.0,2.37,26.26,0.689,0.689
tangará__sc,All,8763.0,0.213,0.196,0.0909,0.0074,0.0383,0.7,1.0,0.0014,0.0,2.35,25.82,0.597,0.597
tangará_da_serra__mt,All,104788.0,0.124,0.196,0.0909,0.0017,0.0036,0.7,1.0,0.0001,4993.92,1.36,15.0,0.357,0.357
tanguá__rj,All,34652.0,0.0973,0.196,0.0909,0.0104,0.0036,0.7,1.0,0.0002,1503.38,1.07,11.78,0.986,0.986
tanque_d'arca__al,All,6224.0,0.0443,0.196,0.0909,0.0043,0.019,0.7,1.0,0.0009,431.77,0.488,5.37,2.22,2.22
tanquinho__ba,All,7997.0,0.101,0.196,0.0909,0.0043,0.0541,0.7,1.0,0.0002,260.1,1.11,12.21,0.356,0.356
tapauá__am,All,17328.0,0.5,0.196,0.0909,,0.0078,0.7,1.0,,8325.8,5.5,60.46,3.25,3.25
tapejara__pr,All,16367.0,0.185,0.196,0.0909,0.0023,0.0615,0.7,1.0,0.0007,257.5,2.04,22.42,0.612,0.612
tapejara__rs,All,24352.0,0.102,0.196,0.0909,,0.0125,0.7,1.0,,613.84,1.12,12.29,0.94,0.94
tapera__rs,All,10690.0,0.234,0.196,0.0909,0.0096,0.169,0.7,1.0,0.0,0.0,2.58,28.4,0.563,0.563
taperoá__pb,All,15530.0,0.138,0.196,0.0909,0.0063,0.25,0.7,1.0,0.0003,65.02,1.52,16.96,1.65,1.65
taquara__rs,All,58041.0,0.109,0.196,0.0909,0.0061,0.0349,0.7,1.0,0.0017,262.7,1.2,13.18,0.536,0.536
taquarana__al,All,20180.0,0.0317,0.196,0.0909,0.0011,0.066,0.7,1.0,0.0,1079.41,0.349,3.91,1.5,1.5
taquari__rs,All,27131.0,0.14,0.196,0.0909,0.0021,0.0185,0.7,1.0,0.0,20.81,1.53,16.88,1.83,1.83
taquaritinga__sp,All,57749.0,0.118,0.196,0.0909,0.002,0.0264,0.7,1.0,0.0002,275.71,1.3,14.33,0.48,0.48
taquaritinga_do_norte__pe,All,29063.0,0.0742,0.196,0.0909,0.0255,0.012,0.7,1.0,0.0032,130.05,0.816,8.98,1.31,1.31
tarabai__sp,All,7543.0,0.0926,0.196,0.0909,0.0073,0.0778,0.7,1.0,0.0006,98.84,1.02,11.23,0.84,0.84
tarauacá__ac,All,42993.0,0.154,0.196,0.0909,0.0012,0.25,0.7,1.0,0.0002,1812.9,1.69,18.84,0.84,0.84
tarrafas__ce,All,8678.0,0.14,0.196,0.0909,0.0057,0.0276,0.7,1.0,0.0002,52.02,1.54,16.94,2.65,2.65
tartarugalzinho__ap,All,17488.0,0.15,0.196,0.0909,,0.0495,0.7,1.0,,390.15,1.65,18.12,1.13,1.13
tatuí__sp,All,122984.0,0.103,0.196,0.0909,0.0079,0.014,0.7,1.0,0.0002,1487.77,1.13,12.45,0.985,0.985
taubaté__sp,All,318073.0,0.0593,0.196,0.0909,0.0021,0.0137,0.7,1.0,0.0003,5425.69,0.653,7.18,0.927,0.927
tauá__ce,All,59448.0,0.135,0.196,0.0909,0.0013,0.0186,0.7,1.0,0.0001,3815.67,1.48,16.31,1.02,1.02
tefé__am,All,60447.0,0.5,0.196,0.0909,0.0019,0.0512,0.7,1.0,0.0,6611.74,5.5,60.49,6.56,6.56
teixeira__pb,All,15313.0,0.114,0.196,0.0909,0.0041,0.25,0.7,1.0,0.0004,257.5,1.25,14.07,0.613,0.613
teixeira_de_freitas__ba,All,162092.0,0.0898,0.196,0.0909,0.0024,0.0202,0.7,1.0,0.0001,8957.84,0.987,10.86,0.485,0.485
tejuçuoca__ce,All,19379.0,0.0647,0.196,0.0909,0.0019,0.0354,0.7,1.0,0.0001,4567.36,0.712,7.84,2.77,2.77
telêmaco_borba__pr,All,79764.0,0.0943,0.196,0.0909,0.0023,0.0296,0.7,1.0,0.0004,777.7,1.04,11.42,0.782,0.782
tenente_ananias__rn,All,10894.0,0.212,0.196,0.0909,0.0128,0.25,0.7,1.0,0.0022,0.0,2.33,25.77,1.44,1.44
teotônio_vilela__al,All,44611.0,0.157,0.196,0.0909,0.0026,0.0634,0.7,1.0,0.0004,1682.85,1.73,19.05,1.05,1.05
teresina__pi,All,873493.0,0.198,0.196,0.0909,0.0017,0.0073,0.7,1.0,0.0,150753.96,2.18,24.0,0.335,0.335
teresópolis__rj,All,184420.0,0.0992,0.196,0.0909,0.006,0.0068,0.7,1.0,0.0002,4510.13,1.09,12.0,1.02,1.02
terezópolis_de_goiás__go,All,8123.0,0.275,0.196,0.0909,0.0028,0.0153,0.7,1.0,0.0004,130.05,3.02,33.22,0.308,0.308
terra_alta__pa,All,11837.0,0.2,0.196,0.0909,0.0072,0.0276,0.7,1.0,0.0004,0.0,2.2,24.21,2.15,2.15
terra_boa__pr,All,17265.0,0.14,0.196,0.0909,0.006,0.0272,0.7,1.0,0.001,215.88,1.55,17.0,0.38,0.38
terra_de_areia__rs,All,11316.0,0.0569,0.196,0.0909,0.0036,0.0213,0.7,1.0,0.0,306.92,0.626,6.89,0.855,0.855
terra_nova__ba,All,13163.0,0.006,0.196,0.0909,0.0021,0.0319,0.7,1.0,0.0002,756.89,0.0661,0.807,2.03,2.03
terra_rica__pr,All,16957.0,0.156,0.196,0.0909,0.005,0.0208,0.7,1.0,0.0004,0.0,1.72,18.93,2.35,2.35
terra_roxa__sp,All,9464.0,0.0763,0.196,0.0909,0.0041,0.015,0.7,1.0,0.0002,655.45,0.84,9.24,0.819,0.819
terra_santa__pa,All,18957.0,0.119,0.196,0.0909,0.0042,0.008,0.7,1.0,0.0002,431.77,1.3,14.34,0.699,0.699
teutônia__rs,All,33564.0,0.111,0.196,0.0909,0.0014,0.0093,0.7,1.0,0.0001,1136.64,1.23,13.48,0.593,0.593
teófilo_otoni__mg,All,141998.0,0.125,0.196,0.0909,0.0033,0.0212,0.7,1.0,0.0001,4119.98,1.38,15.14,0.656,0.656
tianguá__ce,All,76705.0,0.133,0.196,0.0909,0.0022,0.0064,0.7,1.0,0.0001,15663.22,1.46,16.06,0.804,0.804
tibau__rn,All,4147.0,0.264,0.196,0.0909,0.0056,0.25,0.7,1.0,0.0014,0.0,2.91,32.1,1.15,1.15
tietê__sp,All,42497.0,0.137,0.196,0.0909,0.003,0.0217,0.7,1.0,0.0004,403.15,1.5,16.56,0.399,0.399
tijucas__sc,All,38791.0,0.13,0.196,0.0909,,0.0052,0.7,1.0,,5136.97,1.43,15.73,0.495,0.495
tijucas_do_sul__pr,All,17037.0,0.141,0.196,0.0909,0.0023,0.0271,0.7,1.0,0.0001,150.86,1.55,17.11,0.456,0.456
timbaúba__pe,All,53552.0,0.0974,0.196,0.0909,0.0137,0.0282,0.7,1.0,0.0002,1121.03,1.07,11.78,1.1,1.1
timbiras__ma,All,29415.0,0.0635,0.196,0.0909,0.0017,0.0012,0.7,1.0,0.0,1123.63,0.699,7.69,0.416,0.416
timon__ma,All,170798.0,0.123,0.196,0.0909,0.0038,0.0146,0.7,1.0,0.0001,4317.66,1.35,14.9,0.69,0.69
timóteo__mg,All,90740.0,0.139,0.196,0.0909,0.0014,0.0095,0.7,1.0,0.0002,3131.6,1.52,16.77,0.38,0.38
tobias_barreto__se,All,52713.0,0.093,0.196,0.0909,0.01,0.104,0.7,1.0,0.0009,691.87,1.02,11.32,0.729,0.729
tocantinópolis__to,All,23099.0,0.121,0.196,0.0909,0.0028,0.0028,0.7,1.0,0.0001,733.48,1.33,14.66,1.77,1.77
toledo__mg,All,6321.0,0.177,0.196,0.0909,0.0081,0.0295,0.7,1.0,0.001,0.0,1.95,21.45,0.872,0.872
toledo__pr,All,142041.0,0.118,0.196,0.0909,0.0027,0.0176,0.7,1.0,0.0002,4858.67,1.3,14.32,0.423,0.423
tomar_do_geru__se,All,13671.0,0.122,0.196,0.0909,0.0037,0.0116,0.7,1.0,0.0009,345.93,1.34,14.78,0.527,0.527
tombos__mg,All,8102.0,0.139,0.196,0.0909,0.0013,0.0216,0.7,1.0,0.0,215.88,1.52,16.77,1.7,1.7
tomé-açu__pa,All,64081.0,0.0858,0.196,0.0909,0.0076,0.0191,0.7,1.0,0.0003,2936.53,0.943,10.38,1.04,1.04
tonantins__am,All,18943.0,0.187,0.196,0.0909,0.0019,0.0028,0.7,1.0,0.0001,3581.58,2.05,22.58,0.866,0.866
toritama__pe,All,45671.0,0.0682,0.196,0.0909,0.0029,0.0145,0.7,1.0,0.0004,2049.59,0.75,8.25,0.543,0.543
torres__rs,All,39119.0,0.107,0.196,0.0909,0.0014,0.0106,0.7,1.0,0.0001,546.21,1.18,12.97,0.413,0.413
torrinha__sp,All,10110.0,0.103,0.196,0.0909,0.0053,0.0119,0.7,1.0,0.0004,353.74,1.13,12.47,0.69,0.69
touros__rn,All,33620.0,0.193,0.196,0.0909,0.0046,0.25,0.7,1.0,0.0007,0.0,2.13,23.55,2.72,2.72
tracuateua__pa,All,31269.0,0.071,0.196,0.0909,0.0043,0.0053,0.7,1.0,0.0001,2138.02,0.781,8.6,1.48,1.48
tracunhaém__pe,All,13907.0,0.143,0.196,0.0909,0.0313,0.0281,0.7,1.0,0.0016,20.81,1.57,17.28,2.74,2.74
traipu__al,All,27992.0,0.0392,0.196,0.0909,0.0017,0.0414,0.7,1.0,,626.84,0.432,4.77,1.71,1.71
trairi__ce,All,56477.0,0.131,0.196,0.0909,0.0042,0.0136,0.7,1.0,0.0002,3011.96,1.45,15.91,1.16,1.16
trairão__pa,All,19179.0,0.109,0.196,0.0909,0.0027,0.0188,0.7,1.0,0.0001,455.17,1.2,13.16,1.0,1.0
tramandaí__rs,All,52232.0,0.0766,0.196,0.0909,0.0091,0.0097,0.7,1.0,0.0013,460.38,0.843,9.27,0.442,0.442
trindade__go,All,128875.0,0.0814,0.196,0.0909,0.0115,0.0106,0.7,1.0,0.0006,1251.08,0.895,9.85,0.855,0.855
trindade__pe,All,30826.0,0.0808,0.196,0.0909,0.0101,0.0286,0.7,1.0,0.0006,624.24,0.889,9.79,1.18,1.18
trindade_do_sul__rs,All,5860.0,0.14,0.196,0.0909,0.0043,0.0396,0.7,1.0,0.0001,85.83,1.54,16.94,1.97,1.97
triunfo__pe,All,15407.0,0.0469,0.196,0.0909,0.0084,0.0273,0.7,1.0,0.001,390.15,0.516,5.68,1.66,1.66
triunfo__rs,All,29833.0,0.169,0.196,0.0909,0.0022,0.0212,0.7,1.0,0.001,130.05,1.86,20.47,0.306,0.306
trizidela_do_vale__ma,All,22218.0,0.128,0.196,0.0909,0.0013,0.0026,0.7,1.0,0.0001,1186.06,1.41,15.54,1.15,1.15
três_barras_do_paraná__pr,All,12160.0,0.185,0.196,0.0909,0.003,0.0267,0.7,1.0,0.0003,171.67,2.03,22.33,0.488,0.488
três_cachoeiras__rs,All,11164.0,0.118,0.196,0.0909,0.0027,0.0086,0.7,1.0,0.0002,153.46,1.3,14.32,0.926,0.926
três_corações__mg,All,80277.0,0.105,0.196,0.0909,0.0025,0.0057,0.7,1.0,0.0001,1074.21,1.15,12.67,0.754,0.754
três_fronteiras__sp,All,5865.0,0.0804,0.196,0.0909,0.0049,0.0128,0.7,1.0,0.0006,254.9,0.885,9.73,0.533,0.533
três_lagoas__ms,All,122602.0,0.149,0.196,0.0909,0.0032,0.25,0.7,1.0,0.0003,754.29,1.64,18.21,0.848,0.848
três_marias__mg,All,32680.0,0.109,0.196,0.0909,0.0018,0.0152,0.7,1.0,0.0007,642.45,1.2,13.19,0.607,0.607
três_passos__rs,All,24145.0,0.0519,0.196,0.0909,0.0014,0.0095,0.7,1.0,0.0002,3058.78,0.571,6.28,1.4,1.4
três_pontas__mg,All,57313.0,0.083,0.196,0.0909,0.0014,0.0042,0.7,1.0,0.0004,515.0,0.913,10.05,1.25,1.25
três_rios__rj,All,82622.0,0.106,0.196,0.0909,0.0077,0.026,0.7,1.0,0.0004,2931.33,1.16,12.81,0.61,0.61
tubarão__sc,All,106743.0,0.139,0.196,0.0909,,0.0158,0.7,1.0,,5202.0,1.53,16.81,0.354,0.354
tucano__ba,All,51194.0,0.211,0.196,0.0909,0.0035,0.0142,0.7,1.0,0.0006,171.67,2.32,25.57,0.218,0.218
tucumã__pa,All,39998.0,0.0498,0.196,0.0909,0.0017,0.0475,0.7,1.0,0.0,4187.61,0.548,6.05,0.93,0.93
tucuruí__pa,All,114796.0,0.122,0.196,0.0909,0.0124,0.0099,0.7,1.0,0.0004,2028.78,1.35,14.82,1.2,1.2
tufilândia__ma,All,5898.0,0.128,0.196,0.0909,0.0131,0.0123,0.7,1.0,0.003,109.24,1.41,15.5,0.604,0.604
tuntum__ma,All,42250.0,0.0883,0.196,0.0909,,0.0096,0.7,1.0,,2676.43,0.971,10.68,1.15,1.15
tupaciguara__mg,All,25580.0,0.0013,0.196,0.0909,0.002,0.0297,0.7,1.0,0.0003,2059.99,0.0144,0.363,2.26,2.26
tupanatinga__pe,All,27577.0,0.093,0.196,0.0909,0.0078,0.0518,0.7,1.0,0.0005,213.28,1.02,11.27,0.444,0.444
tupanciretã__rs,All,24187.0,0.17,0.196,0.0909,0.0095,0.0463,0.7,1.0,0.0004,23.41,1.87,20.59,1.38,1.38
tuparetama__pe,All,8284.0,0.0696,0.196,0.0909,0.0116,0.0442,0.7,1.0,0.0002,106.64,0.766,8.44,0.436,0.436
tupã__sp,All,66179.0,0.109,0.196,0.0909,0.0045,0.0603,0.7,1.0,0.0006,327.73,1.19,13.15,0.623,0.623
tupãssi__pr,All,8205.0,0.0623,0.196,0.0909,0.003,0.0323,0.7,1.0,0.0001,325.12,0.685,7.55,1.07,1.07
turiaçu__ma,All,35960.0,0.128,0.196,0.0909,0.0019,0.0397,0.7,1.0,0.0001,455.17,1.4,15.44,1.53,1.53
turilândia__ma,All,25875.0,0.12,0.196,0.0909,0.0018,0.0027,0.7,1.0,0.0002,452.57,1.32,14.53,1.36,1.36
tururu__ce,All,16434.0,0.18,0.196,0.0909,0.004,0.0195,0.7,1.0,0.0002,902.55,1.98,21.76,1.41,1.41
tutóia__ma,All,59449.0,0.134,0.196,0.0909,0.0035,0.0306,0.7,1.0,0.0001,1297.9,1.47,16.19,1.84,1.84
uarini__am,All,13675.0,0.5,0.196,0.0909,,0.0342,0.7,1.0,,3227.84,5.5,60.48,2.81,2.81
ubaitaba__ba,All,19247.0,0.112,0.196,0.0909,0.0037,0.0438,0.7,1.0,0.0006,754.29,1.23,13.51,0.467,0.467
ubajara__ce,All,35140.0,0.136,0.196,0.0909,0.002,0.0268,0.7,1.0,0.0001,5925.08,1.49,16.4,0.672,0.672
ubatuba__sp,All,91707.0,0.0909,0.196,0.0909,0.0074,0.0267,0.7,1.0,0.0004,1058.61,1.0,11.0,0.549,0.549
ubatã__ba,All,27305.0,0.152,0.196,0.0909,0.0025,0.0134,0.7,1.0,0.0005,496.79,1.67,18.38,0.354,0.354
uberaba__mg,All,337121.0,0.0908,0.196,0.0909,0.0025,0.0144,0.7,1.0,0.0001,8710.75,0.999,10.99,0.764,0.764
uberlândia__mg,All,698218.0,0.001,0.196,0.0909,0.0012,0.0116,0.7,1.0,0.0001,152655.29,0.0111,0.176,3.44,3.44
ubirajara__sp,All,4828.0,0.129,0.196,0.0909,0.0063,0.0975,0.7,1.0,0.0008,75.43,1.41,15.6,0.815,0.815
ubá__mg,All,116708.0,0.112,0.196,0.0909,0.0015,0.0092,0.7,1.0,0.0001,1030.0,1.23,13.55,0.516,0.516
uchoa__sp,All,10211.0,0.17,0.196,0.0909,0.0125,0.0434,0.7,1.0,0.0019,124.85,1.87,20.6,0.377,0.377
uiramutã__rr,All,10665.0,0.483,0.196,0.0909,0.0021,0.237,0.7,1.0,0.0012,0.0,5.31,58.44,0.496,0.496
uiraúna__pb,All,15394.0,0.15,0.196,0.0909,0.0062,0.25,0.7,1.0,0.0008,65.02,1.65,18.3,0.573,0.573
ulianópolis__pa,All,59802.0,0.126,0.196,0.0909,0.0036,0.0412,0.7,1.0,0.0004,1188.66,1.39,15.27,0.657,0.657
umarizal__rn,All,10661.0,0.283,0.196,0.0909,0.0056,0.25,0.7,1.0,0.0002,0.0,3.12,34.4,1.17,1.17
umbaúba__se,All,25547.0,0.0959,0.196,0.0909,0.0056,0.0418,0.7,1.0,0.0002,1768.68,1.05,11.61,0.502,0.502
umbuzeiro__pb,All,10006.0,0.134,0.196,0.0909,0.008,0.25,0.7,1.0,0.0013,106.64,1.48,16.48,0.531,0.531
umirim__ce,All,20023.0,0.135,0.196,0.0909,0.007,0.0038,0.7,1.0,0.0003,803.71,1.48,16.3,1.26,1.26
umuarama__pr,All,112673.0,0.206,0.196,0.0909,0.0028,0.0196,0.7,1.0,0.0004,972.77,2.27,24.97,0.246,0.246
una__ba,All,19192.0,0.28,0.196,0.0909,0.0025,0.0136,0.7,1.0,0.0003,171.67,3.08,33.92,0.197,0.197
unaí__mg,All,85222.0,0.095,0.196,0.0909,,0.0046,0.7,1.0,,4850.86,1.04,11.49,0.912,0.912
união__pi,All,44930.0,0.19,0.196,0.0909,,0.0085,0.7,1.0,,2902.72,2.09,22.99,0.352,0.352
união_da_vitória__pr,All,58092.0,0.15,0.196,0.0909,0.0023,0.0359,0.7,1.0,0.0006,301.72,1.65,18.15,0.495,0.495
união_dos_palmares__al,All,66267.0,0.117,0.196,0.0909,0.0058,0.015,0.7,1.0,0.0003,1685.45,1.28,14.13,0.817,0.817
upanema__rn,All,14806.0,0.358,0.196,0.0909,0.016,0.25,0.7,1.0,0.0019,0.0,3.94,43.46,0.928,0.928
urandi__ba,All,16825.0,0.135,0.196,0.0909,0.0024,0.0151,0.7,1.0,0.0001,171.67,1.49,16.37,2.75,2.75
uraí__pr,All,11427.0,0.16,0.196,0.0909,0.006,0.015,0.7,1.0,0.0004,0.0,1.76,19.4,2.98,2.98
urbano_santos__ma,All,33453.0,0.174,0.196,0.0909,0.0015,0.0019,0.7,1.0,0.0002,-20.808,1.92,21.11,1.52,1.52
uruará__pa,All,45931.0,0.0715,0.196,0.0909,0.002,0.0337,0.7,1.0,0.0001,3326.68,0.786,8.65,1.05,1.05
uruaçu__go,All,40937.0,0.153,0.196,0.0909,0.0041,0.07,0.7,1.0,0.0005,192.47,1.68,18.53,0.497,0.497
uruburetama__ce,All,22068.0,0.256,0.196,0.0909,0.0017,0.0086,0.7,1.0,0.0,3664.81,2.81,30.94,1.37,1.37
urucará__am,All,16419.0,0.25,0.196,0.0909,,0.036,0.7,1.0,,606.03,2.75,30.26,1.42,1.42
urucuia__mg,All,17034.0,0.0123,0.196,0.0909,0.0063,0.0282,0.7,1.0,0.0022,260.1,0.136,1.52,3.47,3.47
urucurituba__am,All,23296.0,0.171,0.196,0.0909,,0.0009,0.7,1.0,,2775.27,1.88,20.67,0.92,0.92
uruoca__ce,All,13978.0,0.128,0.196,0.0909,0.0014,0.0446,0.7,1.0,0.0001,3464.53,1.41,15.54,1.19,1.19
urupês__sp,All,13947.0,0.073,0.196,0.0909,0.0088,0.0375,0.7,1.0,,101.44,0.802,8.84,0.69,0.69
urussanga__sc,All,21481.0,0.144,0.196,0.0909,0.0025,0.0075,0.7,1.0,0.0002,1560.6,1.59,17.48,0.569,0.569
uruçuca__ba,All,20724.0,0.157,0.196,0.0909,0.0072,0.0473,0.7,1.0,0.0003,626.84,1.72,18.94,1.18,1.18
uruçuí__pi,All,21774.0,0.257,0.196,0.0909,,0.0053,0.7,1.0,,4119.98,2.82,31.06,0.162,0.162
urânia__sp,All,9205.0,0.118,0.196,0.0909,0.0079,0.0088,0.7,1.0,0.0013,429.16,1.3,14.31,0.424,0.424
vacaria__rs,All,66880.0,0.083,0.196,0.0909,0.0073,0.0393,0.7,1.0,0.0006,525.4,0.913,10.05,1.29,1.29
valente__ba,All,28758.0,0.0821,0.196,0.0909,0.0021,0.0265,0.7,1.0,0.0001,1641.23,0.903,9.94,0.443,0.443
valença__ba,All,97528.0,0.0566,0.196,0.0909,0.0052,0.0051,0.7,1.0,0.0004,4749.43,0.623,6.85,0.81,0.81
valença__rj,All,77288.0,0.108,0.196,0.0909,0.0043,0.024,0.7,1.0,0.0002,764.69,1.19,13.12,0.894,0.894
valença_do_piauí__pi,All,21127.0,0.139,0.196,0.0909,,0.135,0.7,1.0,,3651.8,1.53,16.86,0.52,0.52
valinhos__sp,All,130485.0,0.111,0.196,0.0909,0.0035,0.0087,0.7,1.0,0.0003,3279.86,1.22,13.45,0.418,0.418
valparaíso__sp,All,26745.0,0.0867,0.196,0.0909,0.0068,0.0204,0.7,1.0,0.0005,606.03,0.954,10.49,0.507,0.507
valparaíso_de_goiás__go,All,170153.0,0.08,0.196,0.0909,0.0045,0.019,0.7,1.0,0.0003,3865.09,0.88,9.68,0.954,0.954
vargem__sc,All,2502.0,0.24,0.196,0.0909,0.0025,0.0839,0.7,1.0,0.001,260.1,2.64,29.08,0.455,0.455
vargem__sp,All,10642.0,0.137,0.196,0.0909,0.006,0.041,0.7,1.0,0.0004,78.03,1.51,16.61,0.549,0.549
vargem_alta__es,All,21616.0,0.275,0.196,0.0909,0.0016,0.25,0.7,1.0,0.0004,0.0,3.03,33.41,0.354,0.354
vargem_bonita__sc,All,4537.0,0.187,0.196,0.0909,0.0018,0.0223,0.7,1.0,0.0001,0.0,2.06,22.62,1.84,1.84
vargem_grande__ma,All,57075.0,0.167,0.196,0.0909,0.0015,0.0235,0.7,1.0,0.0001,301.72,1.84,20.19,1.26,1.26
vargem_grande_paulista__sp,All,53123.0,0.118,0.196,0.0909,0.0093,0.0076,0.7,1.0,0.0003,554.01,1.3,14.32,2.22,2.22
varginha__mg,All,136914.0,0.126,0.196,0.0909,0.0026,0.0037,0.7,1.0,0.0001,902.55,1.39,15.3,1.02,1.02
varjota__ce,All,18604.0,0.126,0.196,0.0909,0.0012,0.0406,0.7,1.0,0.0001,3363.09,1.39,15.25,0.93,0.93
varzelândia__mg,All,19513.0,0.123,0.196,0.0909,0.0123,0.0257,0.7,1.0,0.0018,83.23,1.35,14.9,0.569,0.569
vassouras__rj,All,37265.0,0.112,0.196,0.0909,0.0047,0.0178,0.7,1.0,0.0003,1885.72,1.23,13.56,0.411,0.411
venda_nova_do_imigrante__es,All,25530.0,0.249,0.196,0.0909,0.0011,0.25,0.7,1.0,0.0001,0.0,2.74,30.23,1.38,1.38
venturosa__pe,All,18667.0,0.105,0.196,0.0909,0.0086,0.0193,0.7,1.0,0.0003,109.24,1.16,12.74,1.6,1.6
venâncio_aires__rs,All,72270.0,0.106,0.196,0.0909,0.0038,0.0061,0.7,1.0,0.0001,613.84,1.16,12.81,1.19,1.19
vera__mt,All,11422.0,0.116,0.196,0.0909,0.0042,0.0295,0.7,1.0,0.0007,156.06,1.28,14.07,0.693,0.693
vera_cruz__ba,All,43655.0,0.0971,0.196,0.0909,0.0052,0.0254,0.7,1.0,0.0005,710.07,1.07,11.76,0.313,0.313
vera_cruz__rn,All,12606.0,0.29,0.196,0.0909,0.0052,0.25,0.7,1.0,0.0013,0.0,3.19,35.18,1.21,1.21
vera_cruz_do_oeste__pr,All,8606.0,0.123,0.196,0.0909,0.0015,0.0427,0.7,1.0,0.0003,712.67,1.36,14.93,0.523,0.523
vereda__ba,All,6267.0,0.116,0.196,0.0909,0.0041,0.0114,0.7,1.0,0.0007,150.86,1.27,13.99,0.704,0.704
vertente_do_lério__pe,All,7694.0,0.125,0.196,0.0909,0.0085,0.017,0.7,1.0,0.0005,44.22,1.37,15.1,0.672,0.672
vertentes__pe,All,20938.0,0.142,0.196,0.0909,0.0039,0.192,0.7,1.0,0.0012,236.69,1.56,17.34,0.789,0.789
vespasiano__mg,All,128877.0,0.244,0.196,0.0909,0.0012,0.0419,0.7,1.0,0.0005,1329.11,2.68,29.53,0.296,0.296
viamão__rs,All,257776.0,0.0712,0.196,0.0909,0.0134,0.004,0.7,1.0,0.0018,1157.44,0.784,8.62,1.09,1.09
viana__es,All,79021.0,0.222,0.196,0.0909,0.0047,0.25,0.7,1.0,0.0002,0.0,2.45,27.05,1.91,1.91
viana__ma,All,52965.0,0.139,0.196,0.0909,0.0058,0.0057,0.7,1.0,0.0005,0.0,1.53,16.84,1.77,1.77
vicentina__ms,All,6163.0,0.0917,0.196,0.0909,0.0043,0.25,0.7,1.0,0.0003,325.12,1.01,11.43,0.799,0.799
vicência__pe,All,32969.0,0.0909,0.196,0.0909,0.0096,0.0312,0.7,1.0,0.0004,475.98,1.0,11.0,0.968,0.968
vigia__pa,All,54223.0,0.141,0.196,0.0909,0.0121,0.0723,0.7,1.0,0.0003,475.98,1.55,17.03,1.12,1.12
