Region,Date,Estimated Population,Total Tests,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
,2020-06-12,,,45653,28652,1062,45653,29714,15939,1838.43,1838.43,1343.14,56.43,1399.57,438.86,26.86,43.29,2.71,46.0,-19.1429,5.53,,,0.0357,0.0233,,,,,,,
,2020-06-13,,,47475,30041,1122,47475,31163,16312,1954.86,1954.86,1378.43,61.43,1439.86,515.0,31.31,39.63,4.63,44.26,-12.9429,9.3,,,0.036,0.0236,,,,,,,
,2020-06-14,,,49439,31445,1201,49439,32646,16793,1984.29,1984.29,1422.57,64.14,1486.71,497.57,42.23,38.69,4.4,43.09,-0.8571,3.92,-0.3166,,0.0368,0.0243,,,,,,,
,2020-06-15,,,51333,32919,1253,51333,34172,17161,1992.71,1992.71,1457.43,74.57,1532.0,460.71,55.51,37.63,5.37,43.0,12.51,2.13,-1.4171,,0.0367,0.0244,,,,,,,
,2020-06-16,,74699,53526,34407,1326,53526,35733,17793,2025.29,2025.29,1497.43,76.29,1573.71,451.57,35.51,39.06,5.0,44.06,-8.5429,0.686,-2.4389,,0.0371,0.0248,,,,,,1.4,
,2020-06-17,,74842,55694,35951,1400,55694,37351,18343,2116.0,2116.0,1531.29,83.29,1614.57,501.43,37.51,37.94,5.37,43.31,-5.8,-1.56,-0.2994,,0.0375,0.0251,,,,,,1.34,
,2020-06-18,,,57844,37493,1525,57844,39018,18826,2132.43,2132.43,1573.71,86.43,1660.14,472.29,34.74,38.57,4.17,42.74,-8.0,-2.8914,-0.5909,,0.0391,0.0264,,,,,,,
,2020-06-19,,,59830,39134,1596,59830,40730,19100,2171.86,2171.86,1612.29,91.0,1703.29,468.57,34.43,37.43,4.6,42.03,-7.6,2.42,0.342,,0.0392,0.0267,,,,,,,
,2020-06-20,,,62287,40760,1705,62287,42465,19822,2166.43,2166.43,1650.29,95.43,1745.71,420.71,41.06,37.69,3.71,41.4,-0.3429,-0.8229,,,0.0402,0.0274,,,,,,,
,2020-06-21,,,64366,42461,1806,64366,44267,20099,2197.43,2197.43,1684.57,99.29,1783.86,413.57,47.63,36.6,4.77,41.37,6.26,2.39,,,0.0408,0.0281,,,,,,,
,2020-06-22,,,66536,44205,1890,66536,46095,20441,2321.29,2321.29,1719.71,101.86,1821.57,499.71,33.4,37.71,4.2,41.91,-8.5143,0.417,-1.7966,,0.041,0.0284,,,,,,,
,2020-06-23,,75642,68691,45959,1994,68691,47953,20738,2370.57,2370.57,1756.71,110.29,1867.0,503.57,46.71,37.49,3.69,41.17,5.54,-5.2743,,,0.0416,0.029,,,,,,1.1,
,2020-06-24,,75815,71076,47743,2095,71076,49838,21238,2338.86,2338.86,1800.86,112.0,1912.86,426.0,36.51,38.43,3.23,41.66,-5.1429,-6.56,,,0.042,0.0295,,,,,,1.07,
,2020-06-25,,,74093,49531,2238,74093,51769,22324,2400.0,2400.0,1837.71,113.86,1951.57,448.43,14.69,38.11,3.09,41.2,-26.5143,,,,0.0432,0.0302,,,,,,,
,2020-06-26,,,76424,51431,2368,76424,53799,22625,2380.0,2380.0,1876.71,115.43,1992.14,387.86,14.83,36.4,2.37,38.77,-23.9429,,,,0.044,0.031,,,,,,,
,2020-06-27,,,78659,53366,2489,78659,55855,22804,2394.71,2394.71,1910.29,117.29,2027.57,367.14,,,,,,,,,0.0446,0.0316,,,,,,,
,2020-06-28,,,81166,55325,2603,81166,57928,23238,2444.71,2444.71,1938.71,122.14,2060.86,383.86,,,,,,,,,0.0449,0.0321,,,,,,,
,2020-06-29,,,83196,57342,2698,83196,60040,23156,,,,,,,,,,,,,,,0.0449,0.0324,,,,,,,
,2020-06-30,,76883,85454,59331,2815,85454,62146,23308,,,,,,,,,,,,,,,0.0453,0.0329,,,,,,0.9,
,2020-07-01,,76883,88189,61314,2950,88189,64264,23925,,,,,,,,,,,,,,,0.0459,0.0335,,,,,,0.872,
