Country,Date,Latitude,Longitude,Estimated Population,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Closed,Active,Diff Confirmed,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Confirmed,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Confirmed,Diff3 Recovered,Diff3 Deaths,Diff3 Closed,Diff3 Active,μ_closed,μ_confirmed,μ_closed_est,Confirmed Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Senegal,2020-04-12,14.5,-14.4524,16725284,3018,Samples Tested,280,171,2,173,107,,,,,,,,,,,,,,,,0.0116,0.0071,0.034,16.74,0.12,10.22,10.34,6.4,10.78,180.45
Serbia,2020-04-12,44.02,21.01,6925690,18312,People Tested,3630,0,80,80,3550,,,,,,,,,,,,,,,,1.0,0.022,0.034,524.14,11.55,0.0,11.55,512.58,5.04,2644.07
Seychelles,2020-04-12,-4.6796,55.49,98675,,,11,0,0,0,11,,,,,,,,,,,,,,,,NaN,0.0,0.034,111.48,0.0,0.0,0.0,111.48,,
Sierra Leone,2020-04-12,8.46,-11.7799,8098006,,,10,0,0,0,10,,,,,,,,,,,,,,,,NaN,0.0,0.034,1.23,0.0,0.0,0.0,1.23,,
Singapore,2020-04-12,1.28,103.83,5853430,47486,People Tested,2532,560,8,568,1964,,,,,,,,,,,,,,,,0.0141,0.0032,0.034,432.57,1.37,95.67,97.04,335.53,18.75,8112.51
Singapore,2020-04-12,1.28,103.83,5853430,72680,Samples Tested,2532,560,8,568,1964,,,,,,,,,,,,,,,,0.0141,0.0032,0.034,432.57,1.37,95.67,97.04,335.53,28.7,12416.65
Slovakia,2020-04-12,48.67,19.7,5453260,28750,Samples Tested,742,23,2,25,717,,,,,,,,,,,,,,,,0.08,0.0027,0.034,136.07,0.367,4.22,4.58,131.48,38.75,5272.08
Slovenia,2020-04-12,46.15,15.0,2083556,35405,Samples Tested,1205,150,53,203,1002,,,,,,,,,,,,,,,,0.261,0.044,0.034,578.34,25.44,71.99,97.43,480.91,29.38,16992.58
Somalia,2020-04-12,5.15,46.2,15910843,,,25,2,1,3,22,,,,,,,,,,,,,,,,0.333,0.04,0.034,1.57,0.0629,0.126,0.189,1.38,,
South Africa,2020-04-12,-30.5595,22.94,59411676,80085,Units Unclear,2173,410,25,435,1738,,,,,,,,,,,,,,,,0.0575,0.0115,0.034,36.58,0.421,6.9,7.32,29.25,36.85,1347.97
South Korea,2020-04-12,36.0,128.0,52144578,514621,People Tested,10512,7368,214,7582,2930,,,,,,,,,,,,,,,,0.0282,0.0204,0.034,201.59,4.1,141.3,145.4,56.19,48.96,9869.12
Spain,2020-04-12,40.0,-4.0,47545141,,,166831,62391,17209,79600,87231,,,,,,,,,,,,,,,,0.216,0.103,0.034,3508.9,361.95,1312.25,1674.2,1834.7,,
Sri Lanka,2020-04-12,7.0,81.0,22017708,,,210,56,7,63,147,,,,,,,,,,,,,,,,0.111,0.0333,0.034,9.54,0.318,2.54,2.86,6.68,,
Sudan,2020-04-12,12.86,30.22,43832398,,,19,2,2,4,15,,,,,,,,,,,,,,,,0.5,0.105,0.034,0.433,0.0456,0.0456,0.0913,0.342,,
Suriname,2020-04-12,3.92,-56.0278,589022,,,10,4,1,5,5,,,,,,,,,,,,,,,,0.2,0.1,0.034,16.98,1.7,6.79,8.49,8.49,,
Sweden,2020-04-12,63.0,16.0,10331337,74900,People Tested,10483,381,899,1280,9203,,,,,,,,,,,,,,,,0.702,0.0858,0.034,1014.68,87.02,36.88,123.89,890.78,7.14,7249.79
Switzerland,2020-04-12,46.82,8.23,8675300,199228,Samples Tested,25415,12700,1106,13806,11609,,,,,,,,,,,,,,,,0.0801,0.0435,0.034,2929.58,127.49,1463.93,1591.41,1338.17,7.84,22964.97
Taiwan,2020-04-12,23.7,121.0,,47215,Samples Tested,388,109,6,115,273,,,,,,,,,,,,,,,,0.0522,0.0155,0.034,,,,,,121.69,
Tajikistan,2020-04-12,38.86,71.28,9494572,,,0,0,0,0,0,,,,,,,,,,,,,,,,NaN,NaN,0.034,0.0,0.0,0.0,0.0,0.0,,
Tanzania,2020-04-12,-6.369,34.89,59664818,,,32,5,3,8,24,,,,,,,,,,,,,,,,0.375,0.0938,0.034,0.536,0.0503,0.0838,0.134,0.402,,
Thailand,2020-04-12,15.0,101.0,70187992,33810,People Tested,2551,1218,38,1256,1295,,,,,,,,,,,,,,,,0.0303,0.0149,0.034,36.35,0.541,17.35,17.89,18.45,13.25,481.71
Togo,2020-04-12,8.62,0.825,8313208,,,76,29,3,32,44,,,,,,,,,,,,,,,,0.0938,0.0395,0.034,9.14,0.361,3.49,3.85,5.29,,
Trinidad And Tobago,2020-04-12,10.69,-61.2225,1404205,,,113,16,8,24,89,,,,,,,,,,,,,,,,0.333,0.0708,0.034,80.47,5.7,11.39,17.09,63.38,,
Tunisia,2020-04-12,34.0,9.0,11792303,12085,Units Unclear,707,43,31,74,633,,,,,,,,,,,,,,,,0.419,0.0438,0.034,59.95,2.63,3.65,6.28,53.68,17.09,1024.82
Turkey,2020-04-12,38.96,35.24,84767099,376100,Samples Tested,56956,3446,1198,4644,52312,,,,,,,,,,,,,,,,0.258,0.021,0.034,671.91,14.13,40.65,54.79,617.13,6.6,4436.86
Uganda,2020-04-12,1.0,32.0,45624665,5025,Samples Tested,54,4,0,4,50,,,,,,,,,,,,,,,,0.0,0.0,0.034,1.18,0.0,0.0877,0.0877,1.1,93.06,110.14
Ukraine,2020-04-12,48.38,31.17,44143362,23522,Units Unclear,2777,89,83,172,2605,,,,,,,,,,,,,,,,0.483,0.0299,0.034,62.91,1.88,2.02,3.9,59.01,8.47,532.85
United Arab Emirates,2020-04-12,24.0,54.0,10910461,,,4123,680,22,702,3421,,,,,,,,,,,,,,,,0.0313,0.0053,0.034,377.89,2.02,62.33,64.34,313.55,,
United Kingdom,2020-04-12,24.55,-43.9022,67359087,282374,People Tested,85206,626,12302,12928,72278,,,,,,,,,,,,,,,,0.952,0.144,0.034,1264.95,182.63,9.29,191.93,1073.03,3.31,4192.07
United Kingdom,2020-04-12,24.55,-43.9022,67359087,352974,Samples Tested,85206,626,12302,12928,72278,,,,,,,,,,,,,,,,0.952,0.144,0.034,1264.95,182.63,9.29,191.93,1073.03,4.14,5240.18
United States,2020-04-12,37.09,-95.7129,332049547,2842322,Units Unclear,555313,32988,26086,59074,496239,,,,,,,,,,,,,,,,0.442,0.047,0.034,1672.38,78.56,99.35,177.91,1494.47,5.12,8559.93
United States,2020-04-12,37.09,-95.7129,332049547,347055,Samples Tested,555313,32988,26086,59074,496239,,,,,,,,,,,,,,,,0.442,0.047,0.034,1672.38,78.56,99.35,177.91,1494.47,0.625,1045.19
Uruguay,2020-04-12,-32.5228,-55.7658,3464003,8774,Samples Tested,480,231,7,238,242,,,,,,,,,,,,,,,,0.0294,0.0146,0.034,138.57,2.02,66.69,68.71,69.86,18.28,2532.91
Uzbekistan,2020-04-12,41.38,64.59,34035959,,,865,66,4,70,795,,,,,,,,,,,,,,,,0.0571,0.0046,0.034,25.41,0.118,1.94,2.06,23.36,,
Venezuela,2020-04-12,6.42,-66.5897,29442841,,,181,93,9,102,79,,,,,,,,,,,,,,,,0.0882,0.0497,0.034,6.15,0.306,3.16,3.46,2.68,,
Vietnam,2020-04-12,16.0,108.0,97455744,121821,Units Unclear,262,144,0,144,118,,,,,,,,,,,,,,,,0.0,0.0,0.034,2.69,0.0,1.48,1.48,1.21,464.97,1250.01
West Bank And Gaza,2020-04-12,31.95,35.23,4801744,,,290,58,2,60,230,,,,,,,,,,,,,,,,0.0333,0.0069,0.034,60.39,0.417,12.08,12.5,47.9,,
Western Sahara,2020-04-12,24.22,-12.8858,,,,6,0,0,0,6,,,,,,,,,,,,,,,,NaN,0.0,0.034,,,,,,,
Zambia,2020-04-12,-15.4167,28.28,18364219,,,43,30,2,32,11,,,,,,,,,,,,,,,,0.0625,0.0465,0.034,2.34,0.109,1.63,1.74,0.599,,
Zimbabwe,2020-04-12,-20.0,30.0,14755201,563,Samples Tested,14,0,3,3,11,,,,,,,,,,,,,,,,1.0,0.214,0.034,0.949,0.203,0.0,0.203,0.745,40.21,38.16
